bearing_id,transh_object_id,case_id,bearing_name,raw_label,default_fault_type,default_fault_position,default_fault_severity,diagnosis_confidence,rca_confidence,true_reason_id,true_reason_type,true_stage,design_id,material_batch_id,manufacturing_batch_id,assembly_id,inspection_id,operation_id,has_design,has_material,has_manufacturing,has_assembly,has_inspection,has_operation,lifecycle_complete,display_label,remark
BRG-00001,BRG-00001,BFB-00001,BRG-00001,OR014,outer_race_fault,outer_race,medium,0.6635,0.6369,BASM-00001,AssemblyRecord,assembly,BDES-00407,BMAT-00415,BMAN-00361,BASM-00001,BINSP-00001,BOPR-00001,1,1,1,1,1,1,1,BRG-00001 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00868,BRG-00868,BFB-00868,BRG-00868,Normal,normal,none,normal,0.9376,0.8086,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00755,BMAT-00460,BMAN-00986,BASM-00868,BINSP-00868,BOPR-00868,1,1,1,1,1,1,1,BRG-00868 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00869,BRG-00869,BFB-00869,BRG-00869,Normal,normal,none,normal,0.9532,0.8695,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00226,BMAT-00392,BMAN-00436,BASM-00869,BINSP-00869,BOPR-00869,1,1,1,1,1,1,1,BRG-00869 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00870,BRG-00870,BFB-00870,BRG-00870,B014,rolling_element_fault,rolling_element,medium,0.6522,0.6479,BMAN-00559,ManufacturingBatch,manufacturing,BDES-00137,BMAT-00120,BMAN-00559,BASM-00870,BINSP-00870,BOPR-00870,1,1,1,1,1,1,1,BRG-00870 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00871,BRG-00871,BFB-00871,BRG-00871,IR014,inner_race_fault,inner_race,medium,0.6239,0.6143,BINSP-00871,InspectionRecord,inspection,BDES-00557,BMAT-00106,BMAN-00682,BASM-00871,BINSP-00871,BOPR-00871,1,1,1,1,1,1,1,BRG-00871 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00872,BRG-00872,BFB-00872,BRG-00872,OR007,outer_race_fault,outer_race,slight,0.6634,0.6883,BMAT-00447,MaterialBatch,material,BDES-00036,BMAT-00447,BMAN-00123,BASM-00872,BINSP-00872,BOPR-00872,1,1,1,1,1,1,1,BRG-00872 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00873,BRG-00873,BFB-00873,BRG-00873,IR021,inner_race_fault,inner_race,severe,0.7148,0.7121,BOPR-00873,MaintenanceRecord,operation,BDES-00484,BMAT-00228,BMAN-00238,BASM-00873,BINSP-00873,BOPR-00873,1,1,1,1,1,1,1,BRG-00873 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00874,BRG-00874,BFB-00874,BRG-00874,Normal,normal,none,normal,0.8993,0.7899,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00712,BMAT-00337,BMAN-01092,BASM-00874,BINSP-00874,BOPR-00874,1,1,1,1,1,1,1,BRG-00874 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00875,BRG-00875,BFB-00875,BRG-00875,B014,rolling_element_fault,rolling_element,medium,0.7468,0.7219,BINSP-00875,InspectionRecord,inspection,BDES-00078,BMAT-00330,BMAN-00289,BASM-00875,BINSP-00875,BOPR-00875,1,1,1,1,1,1,1,BRG-00875 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00876,BRG-00876,BFB-00876,BRG-00876,B021,rolling_element_fault,rolling_element,severe,0.7237,0.7226,BINSP-00876,InspectionRecord,inspection,BDES-00372,BMAT-00082,BMAN-00214,BASM-00876,BINSP-00876,BOPR-00876,1,1,1,1,1,1,1,BRG-00876 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00877,BRG-00877,BFB-00877,BRG-00877,OR014,outer_race_fault,outer_race,medium,0.7531,0.6855,BOPR-00877,MaintenanceRecord,operation,BDES-00160,BMAT-00235,BMAN-01049,BASM-00877,BINSP-00877,BOPR-00877,1,1,1,1,1,1,1,BRG-00877 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00878,BRG-00878,BFB-00878,BRG-00878,Normal,normal,none,normal,0.9189,0.8026,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00039,BMAT-00339,BMAN-00964,BASM-00878,BINSP-00878,BOPR-00878,1,1,1,1,1,1,1,BRG-00878 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00879,BRG-00879,BFB-00879,BRG-00879,Normal,normal,none,normal,0.9082,0.8478,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00093,BMAT-00093,BMAN-00957,BASM-00879,BINSP-00879,BOPR-00879,1,1,1,1,1,1,1,BRG-00879 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00880,BRG-00880,BFB-00880,BRG-00880,IR021,inner_race_fault,inner_race,severe,0.7655,0.7604,BASM-00880,AssemblyRecord,assembly,BDES-00385,BMAT-00353,BMAN-01083,BASM-00880,BINSP-00880,BOPR-00880,1,1,1,1,1,1,1,BRG-00880 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00881,BRG-00881,BFB-00881,BRG-00881,IR021,inner_race_fault,inner_race,severe,0.803,0.7269,BMAN-00534,ManufacturingBatch,manufacturing,BDES-00202,BMAT-00141,BMAN-00534,BASM-00881,BINSP-00881,BOPR-00881,1,1,1,1,1,1,1,BRG-00881 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00882,BRG-00882,BFB-00882,BRG-00882,B014,rolling_element_fault,rolling_element,medium,0.6391,0.622,BDES-00300,BearingDesignSpec,design,BDES-00300,BMAT-00460,BMAN-00241,BASM-00882,BINSP-00882,BOPR-00882,1,1,1,1,1,1,1,BRG-00882 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00883,BRG-00883,BFB-00883,BRG-00883,OR021,outer_race_fault,outer_race,severe,0.7641,0.5687,BMAN-00717,ManufacturingBatch,manufacturing,BDES-00495,BMAT-00027,BMAN-00717,BASM-00883,BINSP-00883,BOPR-00883,1,1,1,1,1,1,1,BRG-00883 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00884,BRG-00884,BFB-00884,BRG-00884,IR007,inner_race_fault,inner_race,slight,0.6818,0.5728,BMAT-00443,MaterialBatch,material,BDES-00331,BMAT-00443,BMAN-00585,BASM-00884,BINSP-00884,BOPR-00884,1,1,1,1,1,1,1,BRG-00884 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00885,BRG-00885,BFB-00885,BRG-00885,IR014,inner_race_fault,inner_race,medium,0.6998,0.5427,BOPR-00885,MaintenanceRecord,operation,BDES-00762,BMAT-00029,BMAN-00621,BASM-00885,BINSP-00885,BOPR-00885,1,1,1,1,1,1,1,BRG-00885 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00886,BRG-00886,BFB-00886,BRG-00886,OR007,outer_race_fault,outer_race,slight,0.6844,0.7144,BMAN-00604,ManufacturingBatch,manufacturing,BDES-00706,BMAT-00101,BMAN-00604,BASM-00886,BINSP-00886,BOPR-00886,1,1,1,1,1,1,1,BRG-00886 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00887,BRG-00887,BFB-00887,BRG-00887,B014,rolling_element_fault,rolling_element,medium,0.6157,0.6355,BOPR-00887,MaintenanceRecord,operation,BDES-00133,BMAT-00086,BMAN-00101,BASM-00887,BINSP-00887,BOPR-00887,1,1,1,1,1,1,1,BRG-00887 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00888,BRG-00888,BFB-00888,BRG-00888,B014,rolling_element_fault,rolling_element,medium,0.7249,0.6891,BASM-00888,AssemblyRecord,assembly,BDES-00254,BMAT-00235,BMAN-00046,BASM-00888,BINSP-00888,BOPR-00888,1,1,1,1,1,1,1,BRG-00888 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00889,BRG-00889,BFB-00889,BRG-00889,OR014,outer_race_fault,outer_race,medium,0.6981,0.6111,BMAN-00643,ManufacturingBatch,manufacturing,BDES-00667,BMAT-00085,BMAN-00643,BASM-00889,BINSP-00889,BOPR-00889,1,1,1,1,1,1,1,BRG-00889 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00890,BRG-00890,BFB-00890,BRG-00890,B014,rolling_element_fault,rolling_element,medium,0.7884,0.6569,BDES-00133,BearingDesignSpec,design,BDES-00133,BMAT-00425,BMAN-00404,BASM-00890,BINSP-00890,BOPR-00890,1,1,1,1,1,1,1,BRG-00890 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00891,BRG-00891,BFB-00891,BRG-00891,OR021,outer_race_fault,outer_race,severe,0.7549,0.6005,BASM-00891,AssemblyRecord,assembly,BDES-00367,BMAT-00467,BMAN-00445,BASM-00891,BINSP-00891,BOPR-00891,1,1,1,1,1,1,1,BRG-00891 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00892,BRG-00892,BFB-00892,BRG-00892,OR021,outer_race_fault,outer_race,severe,0.726,0.5991,BDES-00035,BearingDesignSpec,design,BDES-00035,BMAT-00165,BMAN-01128,BASM-00892,BINSP-00892,BOPR-00892,1,1,1,1,1,1,1,BRG-00892 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00893,BRG-00893,BFB-00893,BRG-00893,OR007,outer_race_fault,outer_race,slight,0.6643,0.7226,BMAN-00937,ManufacturingBatch,manufacturing,BDES-00671,BMAT-00393,BMAN-00937,BASM-00893,BINSP-00893,BOPR-00893,1,1,1,1,1,1,1,BRG-00893 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00894,BRG-00894,BFB-00894,BRG-00894,OR014,outer_race_fault,outer_race,medium,0.6782,0.6341,BASM-00894,AssemblyRecord,assembly,BDES-00162,BMAT-00154,BMAN-00093,BASM-00894,BINSP-00894,BOPR-00894,1,1,1,1,1,1,1,BRG-00894 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00895,BRG-00895,BFB-00895,BRG-00895,B014,rolling_element_fault,rolling_element,medium,0.6493,0.6606,BMAN-00262,ManufacturingBatch,manufacturing,BDES-00699,BMAT-00455,BMAN-00262,BASM-00895,BINSP-00895,BOPR-00895,1,1,1,1,1,1,1,BRG-00895 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00896,BRG-00896,BFB-00896,BRG-00896,B007,rolling_element_fault,rolling_element,slight,0.6556,0.6738,BASM-00896,AssemblyRecord,assembly,BDES-00510,BMAT-00168,BMAN-00642,BASM-00896,BINSP-00896,BOPR-00896,1,1,1,1,1,1,1,BRG-00896 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00897,BRG-00897,BFB-00897,BRG-00897,B007,rolling_element_fault,rolling_element,slight,0.6853,0.625,BDES-00162,BearingDesignSpec,design,BDES-00162,BMAT-00169,BMAN-00332,BASM-00897,BINSP-00897,BOPR-00897,1,1,1,1,1,1,1,BRG-00897 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00898,BRG-00898,BFB-00898,BRG-00898,B014,rolling_element_fault,rolling_element,medium,0.7023,0.762,BMAT-00054,MaterialBatch,material,BDES-00751,BMAT-00054,BMAN-00581,BASM-00898,BINSP-00898,BOPR-00898,1,1,1,1,1,1,1,BRG-00898 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00899,BRG-00899,BFB-00899,BRG-00899,OR007,outer_race_fault,outer_race,slight,0.7314,0.652,BOPR-00899,MaintenanceRecord,operation,BDES-00258,BMAT-00107,BMAN-00125,BASM-00899,BINSP-00899,BOPR-00899,1,1,1,1,1,1,1,BRG-00899 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00900,BRG-00900,BFB-00900,BRG-00900,B021,rolling_element_fault,rolling_element,severe,0.7882,0.658,BMAN-00059,ManufacturingBatch,manufacturing,BDES-00156,BMAT-00229,BMAN-00059,BASM-00900,BINSP-00900,BOPR-00900,1,1,1,1,1,1,1,BRG-00900 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00901,BRG-00901,BFB-00901,BRG-00901,IR021,inner_race_fault,inner_race,severe,0.6642,0.6951,BDES-00129,BearingDesignSpec,design,BDES-00129,BMAT-00062,BMAN-00405,BASM-00901,BINSP-00901,BOPR-00901,1,1,1,1,1,1,1,BRG-00901 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00902,BRG-00902,BFB-00902,BRG-00902,B021,rolling_element_fault,rolling_element,severe,0.7302,0.6812,BMAN-00171,ManufacturingBatch,manufacturing,BDES-00212,BMAT-00067,BMAN-00171,BASM-00902,BINSP-00902,BOPR-00902,1,1,1,1,1,1,1,BRG-00902 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00903,BRG-00903,BFB-00903,BRG-00903,OR014,outer_race_fault,outer_race,medium,0.6618,0.7343,BMAN-01053,ManufacturingBatch,manufacturing,BDES-00023,BMAT-00078,BMAN-01053,BASM-00903,BINSP-00903,BOPR-00903,1,1,1,1,1,1,1,BRG-00903 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00904,BRG-00904,BFB-00904,BRG-00904,Normal,normal,none,normal,0.9417,0.803,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00093,BMAT-00006,BMAN-00995,BASM-00904,BINSP-00904,BOPR-00904,1,1,1,1,1,1,1,BRG-00904 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00905,BRG-00905,BFB-00905,BRG-00905,B007,rolling_element_fault,rolling_element,slight,0.6365,0.6597,BMAN-00416,ManufacturingBatch,manufacturing,BDES-00682,BMAT-00467,BMAN-00416,BASM-00905,BINSP-00905,BOPR-00905,1,1,1,1,1,1,1,BRG-00905 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00906,BRG-00906,BFB-00906,BRG-00906,IR014,inner_race_fault,inner_race,medium,0.6672,0.7483,BMAN-00590,ManufacturingBatch,manufacturing,BDES-00149,BMAT-00214,BMAN-00590,BASM-00906,BINSP-00906,BOPR-00906,1,1,1,1,1,1,1,BRG-00906 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00907,BRG-00907,BFB-00907,BRG-00907,B014,rolling_element_fault,rolling_element,medium,0.602,0.7225,BMAN-00463,ManufacturingBatch,manufacturing,BDES-00165,BMAT-00422,BMAN-00463,BASM-00907,BINSP-00907,BOPR-00907,1,1,1,1,1,1,1,BRG-00907 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00908,BRG-00908,BFB-00908,BRG-00908,OR021,outer_race_fault,outer_race,severe,0.6756,0.6673,BASM-00908,AssemblyRecord,assembly,BDES-00396,BMAT-00359,BMAN-00873,BASM-00908,BINSP-00908,BOPR-00908,1,1,1,1,1,1,1,BRG-00908 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00909,BRG-00909,BFB-00909,BRG-00909,B014,rolling_element_fault,rolling_element,medium,0.7624,0.6944,BMAT-00270,MaterialBatch,material,BDES-00372,BMAT-00270,BMAN-00593,BASM-00909,BINSP-00909,BOPR-00909,1,1,1,1,1,1,1,BRG-00909 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00910,BRG-00910,BFB-00910,BRG-00910,B014,rolling_element_fault,rolling_element,medium,0.7089,0.6695,BINSP-00910,InspectionRecord,inspection,BDES-00318,BMAT-00419,BMAN-00604,BASM-00910,BINSP-00910,BOPR-00910,1,1,1,1,1,1,1,BRG-00910 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00911,BRG-00911,BFB-00911,BRG-00911,B007,rolling_element_fault,rolling_element,slight,0.7491,0.6263,BMAN-00083,ManufacturingBatch,manufacturing,BDES-00214,BMAT-00039,BMAN-00083,BASM-00911,BINSP-00911,BOPR-00911,1,1,1,1,1,1,1,BRG-00911 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00912,BRG-00912,BFB-00912,BRG-00912,OR014,outer_race_fault,outer_race,medium,0.7083,0.7079,BASM-00912,AssemblyRecord,assembly,BDES-00161,BMAT-00368,BMAN-00898,BASM-00912,BINSP-00912,BOPR-00912,1,1,1,1,1,1,1,BRG-00912 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00913,BRG-00913,BFB-00913,BRG-00913,IR021,inner_race_fault,inner_race,severe,0.7087,0.7497,BASM-00913,AssemblyRecord,assembly,BDES-00791,BMAT-00308,BMAN-00110,BASM-00913,BINSP-00913,BOPR-00913,1,1,1,1,1,1,1,BRG-00913 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00914,BRG-00914,BFB-00914,BRG-00914,B007,rolling_element_fault,rolling_element,slight,0.7369,0.651,BOPR-00914,MaintenanceRecord,operation,BDES-00110,BMAT-00007,BMAN-00393,BASM-00914,BINSP-00914,BOPR-00914,1,1,1,1,1,1,1,BRG-00914 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00915,BRG-00915,BFB-00915,BRG-00915,OR014,outer_race_fault,outer_race,medium,0.7595,0.6509,BMAN-01147,ManufacturingBatch,manufacturing,BDES-00307,BMAT-00361,BMAN-01147,BASM-00915,BINSP-00915,BOPR-00915,1,1,1,1,1,1,1,BRG-00915 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00916,BRG-00916,BFB-00916,BRG-00916,B021,rolling_element_fault,rolling_element,severe,0.695,0.7277,BMAN-01179,ManufacturingBatch,manufacturing,BDES-00363,BMAT-00499,BMAN-01179,BASM-00916,BINSP-00916,BOPR-00916,1,1,1,1,1,1,1,BRG-00916 | rolling_element_fault | rolling_element | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00917,BRG-00917,BFB-00917,BRG-00917,OR014,outer_race_fault,outer_race,medium,0.7512,0.6971,BMAT-00484,MaterialBatch,material,BDES-00748,BMAT-00484,BMAN-00334,BASM-00917,BINSP-00917,BOPR-00917,1,1,1,1,1,1,1,BRG-00917 | outer_race_fault | outer_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00918,BRG-00918,BFB-00918,BRG-00918,B007,rolling_element_fault,rolling_element,slight,0.6961,0.6814,BMAT-00055,MaterialBatch,material,BDES-00237,BMAT-00055,BMAN-00277,BASM-00918,BINSP-00918,BOPR-00918,1,1,1,1,1,1,1,BRG-00918 | rolling_element_fault | rolling_element | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00919,BRG-00919,BFB-00919,BRG-00919,IR007,inner_race_fault,inner_race,slight,0.7332,0.8214,BASM-00919,AssemblyRecord,assembly,BDES-00731,BMAT-00456,BMAN-00944,BASM-00919,BINSP-00919,BOPR-00919,1,1,1,1,1,1,1,BRG-00919 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00920,BRG-00920,BFB-00920,BRG-00920,IR014,inner_race_fault,inner_race,medium,0.6638,0.6128,BASM-00920,AssemblyRecord,assembly,BDES-00653,BMAT-00477,BMAN-00410,BASM-00920,BINSP-00920,BOPR-00920,1,1,1,1,1,1,1,BRG-00920 | inner_race_fault | inner_race | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00921,BRG-00921,BFB-00921,BRG-00921,IR021,inner_race_fault,inner_race,severe,0.6928,0.7371,BMAN-01111,ManufacturingBatch,manufacturing,BDES-00066,BMAT-00363,BMAN-01111,BASM-00921,BINSP-00921,BOPR-00921,1,1,1,1,1,1,1,BRG-00921 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00922,BRG-00922,BFB-00922,BRG-00922,Normal,normal,none,normal,0.955,0.8249,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00212,BMAT-00436,BMAN-00813,BASM-00922,BINSP-00922,BOPR-00922,1,1,1,1,1,1,1,BRG-00922 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00923,BRG-00923,BFB-00923,BRG-00923,IR021,inner_race_fault,inner_race,severe,0.7466,0.6295,BMAN-00861,ManufacturingBatch,manufacturing,BDES-00344,BMAT-00168,BMAN-00861,BASM-00923,BINSP-00923,BOPR-00923,1,1,1,1,1,1,1,BRG-00923 | inner_race_fault | inner_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00924,BRG-00924,BFB-00924,BRG-00924,IR007,inner_race_fault,inner_race,slight,0.7258,0.6954,BASM-00924,AssemblyRecord,assembly,BDES-00591,BMAT-00165,BMAN-01086,BASM-00924,BINSP-00924,BOPR-00924,1,1,1,1,1,1,1,BRG-00924 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00925,BRG-00925,BFB-00925,BRG-00925,OR007,outer_race_fault,outer_race,slight,0.6345,0.5727,BASM-00925,AssemblyRecord,assembly,BDES-00771,BMAT-00345,BMAN-01069,BASM-00925,BINSP-00925,BOPR-00925,1,1,1,1,1,1,1,BRG-00925 | outer_race_fault | outer_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00926,BRG-00926,BFB-00926,BRG-00926,IR007,inner_race_fault,inner_race,slight,0.6502,0.6525,BASM-00926,AssemblyRecord,assembly,BDES-00058,BMAT-00100,BMAN-01107,BASM-00926,BINSP-00926,BOPR-00926,1,1,1,1,1,1,1,BRG-00926 | inner_race_fault | inner_race | slight,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00927,BRG-00927,BFB-00927,BRG-00927,Normal,normal,none,normal,0.9448,0.8659,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00194,BMAT-00204,BMAN-00060,BASM-00927,BINSP-00927,BOPR-00927,1,1,1,1,1,1,1,BRG-00927 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00928,BRG-00928,BFB-00928,BRG-00928,B014,rolling_element_fault,rolling_element,medium,0.6104,0.7132,BMAT-00206,MaterialBatch,material,BDES-00532,BMAT-00206,BMAN-00365,BASM-00928,BINSP-00928,BOPR-00928,1,1,1,1,1,1,1,BRG-00928 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00929,BRG-00929,BFB-00929,BRG-00929,B014,rolling_element_fault,rolling_element,medium,0.7347,0.6503,BDES-00370,BearingDesignSpec,design,BDES-00370,BMAT-00151,BMAN-00226,BASM-00929,BINSP-00929,BOPR-00929,1,1,1,1,1,1,1,BRG-00929 | rolling_element_fault | rolling_element | medium,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00930,BRG-00930,BFB-00930,BRG-00930,Normal,normal,none,normal,0.8764,0.833,NORMAL_BASELINE,QualityFeedback,feedback,BDES-00428,BMAT-00213,BMAN-00279,BASM-00930,BINSP-00930,BOPR-00930,1,1,1,1,1,1,1,BRG-00930 | normal | none | normal,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
BRG-00931,BRG-00931,BFB-00931,BRG-00931,OR021,outer_race_fault,outer_race,severe,0.6708,0.7712,BMAT-00459,MaterialBatch,material,BDES-00783,BMAT-00459,BMAN-00273,BASM-00931,BINSP-00931,BOPR-00931,1,1,1,1,1,1,1,BRG-00931 | outer_race_fault | outer_race | severe,从bearing_feedback.csv与bearing_triples.csv自动生成；供上游轴承诊断模型选择并回传bearing_id。
