evidence_id,feedback_id,evidence_type,evidence_text,confidence,domain
RCA_TEXT_BFB-01606,BFB-01606,rca_text,该样本的生命周期风险在检测阶段较突出，能够解释当前中等外圈故障的主要失效模式。,0.6146,bearing
EVO_TEXT_BFB-01606,BFB-01606,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6146,bearing
RCA_TEXT_BFB-01607,BFB-01607,rca_text,该样本的生命周期风险在检测阶段较突出，能够解释当前轻微内圈故障的主要失效模式。,0.663,bearing
EVO_TEXT_BFB-01607,BFB-01607,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.663,bearing
RCA_TEXT_BFB-01608,BFB-01608,rca_text,诊断结果显示轴承出现严重内圈故障，根因更可能来自制造阶段实体 BMAN-00580 的风险累积。,0.6213,bearing
EVO_TEXT_BFB-01608,BFB-01608,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6213,bearing
RCA_TEXT_BFB-01609,BFB-01609,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自装配阶段实体 BASM-01609 的风险累积。,0.5353,bearing
EVO_TEXT_BFB-01609,BFB-01609,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.5353,bearing
RCA_TEXT_BFB-01610,BFB-01610,rca_text,该样本的生命周期风险在检测阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,0.7112,bearing
EVO_TEXT_BFB-01610,BFB-01610,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.7112,bearing
RCA_TEXT_BFB-01611,BFB-01611,rca_text,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00132。,0.6862,bearing
EVO_TEXT_BFB-01611,BFB-01611,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.6862,bearing
RCA_TEXT_BFB-01612,BFB-01612,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自检测阶段实体 BINSP-01612 的风险累积。,0.6517,bearing
EVO_TEXT_BFB-01612,BFB-01612,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6517,bearing
RCA_TEXT_BFB-01613,BFB-01613,rca_text,结合振动、峭度和温升特征，外圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00278。,0.6875,bearing
EVO_TEXT_BFB-01613,BFB-01613,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6875,bearing
RCA_TEXT_BFB-01614,BFB-01614,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8738,bearing
EVO_TEXT_BFB-01614,BFB-01614,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8738,bearing
RCA_TEXT_BFB-01615,BFB-01615,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00559 的风险累积。,0.6714,bearing
EVO_TEXT_BFB-01615,BFB-01615,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6714,bearing
RCA_TEXT_BFB-01616,BFB-01616,rca_text,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00051。,0.633,bearing
EVO_TEXT_BFB-01616,BFB-01616,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.633,bearing
RCA_TEXT_BFB-01617,BFB-01617,rca_text,该样本的生命周期风险在检测阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,0.6631,bearing
EVO_TEXT_BFB-01617,BFB-01617,fault_evolution_text,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6631,bearing
RCA_TEXT_BFB-01618,BFB-01618,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,0.6388,bearing
EVO_TEXT_BFB-01618,BFB-01618,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6388,bearing
RCA_TEXT_BFB-01619,BFB-01619,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,0.7169,bearing
EVO_TEXT_BFB-01619,BFB-01619,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7169,bearing
RCA_TEXT_BFB-01620,BFB-01620,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,0.643,bearing
EVO_TEXT_BFB-01620,BFB-01620,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.643,bearing
RCA_TEXT_BFB-01621,BFB-01621,rca_text,诊断结果显示轴承出现中等滚动体故障，根因更可能来自运维阶段实体 BOPR-01621 的风险累积。,0.6791,bearing
EVO_TEXT_BFB-01621,BFB-01621,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6791,bearing
RCA_TEXT_BFB-01622,BFB-01622,rca_text,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00361。,0.6222,bearing
EVO_TEXT_BFB-01622,BFB-01622,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6222,bearing
RCA_TEXT_BFB-01623,BFB-01623,rca_text,诊断结果显示轴承出现严重外圈故障，根因更可能来自材料阶段实体 BMAT-00145 的风险累积。,0.6484,bearing
EVO_TEXT_BFB-01623,BFB-01623,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6484,bearing
RCA_TEXT_BFB-01624,BFB-01624,rca_text,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00460。,0.5752,bearing
EVO_TEXT_BFB-01624,BFB-01624,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.5752,bearing
RCA_TEXT_BFB-01625,BFB-01625,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.7047,bearing
EVO_TEXT_BFB-01625,BFB-01625,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7047,bearing
RCA_TEXT_BFB-01626,BFB-01626,rca_text,诊断结果显示轴承出现中等内圈故障，根因更可能来自材料阶段实体 BMAT-00461 的风险累积。,0.6762,bearing
EVO_TEXT_BFB-01626,BFB-01626,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6762,bearing
RCA_TEXT_BFB-01627,BFB-01627,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8638,bearing
EVO_TEXT_BFB-01627,BFB-01627,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8638,bearing
RCA_TEXT_BFB-01628,BFB-01628,rca_text,诊断结果显示轴承出现中等滚动体故障，根因更可能来自材料阶段实体 BMAT-00105 的风险累积。,0.7584,bearing
EVO_TEXT_BFB-01628,BFB-01628,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7584,bearing
RCA_TEXT_BFB-01629,BFB-01629,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.5925,bearing
EVO_TEXT_BFB-01629,BFB-01629,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.5925,bearing
RCA_TEXT_BFB-01630,BFB-01630,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8034,bearing
EVO_TEXT_BFB-01630,BFB-01630,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8034,bearing
RCA_TEXT_BFB-01631,BFB-01631,rca_text,诊断结果显示轴承出现中等滚动体故障，根因更可能来自材料阶段实体 BMAT-00268 的风险累积。,0.7319,bearing
EVO_TEXT_BFB-01631,BFB-01631,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.7319,bearing
RCA_TEXT_BFB-01632,BFB-01632,rca_text,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-01632。,0.6529,bearing
EVO_TEXT_BFB-01632,BFB-01632,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6529,bearing
RCA_TEXT_BFB-01633,BFB-01633,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8642,bearing
EVO_TEXT_BFB-01633,BFB-01633,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8642,bearing
RCA_TEXT_BFB-01634,BFB-01634,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.7946,bearing
EVO_TEXT_BFB-01634,BFB-01634,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7946,bearing
RCA_TEXT_BFB-01635,BFB-01635,rca_text,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00054。,0.6263,bearing
EVO_TEXT_BFB-01635,BFB-01635,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6263,bearing
RCA_TEXT_BFB-01636,BFB-01636,rca_text,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-01636。,0.7332,bearing
EVO_TEXT_BFB-01636,BFB-01636,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7332,bearing
RCA_TEXT_BFB-01637,BFB-01637,rca_text,结合振动、峭度和温升特征，滚动体故障与检测阶段异常高度一致，优先追溯到 BINSP-01637。,0.6793,bearing
EVO_TEXT_BFB-01637,BFB-01637,fault_evolution_text,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6793,bearing
RCA_TEXT_BFB-01638,BFB-01638,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8689,bearing
EVO_TEXT_BFB-01638,BFB-01638,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8689,bearing
RCA_TEXT_BFB-01639,BFB-01639,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.7193,bearing
EVO_TEXT_BFB-01639,BFB-01639,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7193,bearing
RCA_TEXT_BFB-01640,BFB-01640,rca_text,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-01193。,0.735,bearing
EVO_TEXT_BFB-01640,BFB-01640,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.735,bearing
RCA_TEXT_BFB-01641,BFB-01641,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自制造阶段实体 BMAN-00256 的风险累积。,0.6789,bearing
EVO_TEXT_BFB-01641,BFB-01641,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6789,bearing
RCA_TEXT_BFB-01642,BFB-01642,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8564,bearing
EVO_TEXT_BFB-01642,BFB-01642,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8564,bearing
RCA_TEXT_BFB-01643,BFB-01643,rca_text,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00929。,0.6395,bearing
EVO_TEXT_BFB-01643,BFB-01643,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6395,bearing
RCA_TEXT_BFB-01644,BFB-01644,rca_text,诊断结果显示轴承出现轻微内圈故障，根因更可能来自材料阶段实体 BMAT-00263 的风险累积。,0.7095,bearing
EVO_TEXT_BFB-01644,BFB-01644,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.7095,bearing
RCA_TEXT_BFB-01645,BFB-01645,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00991。,0.718,bearing
EVO_TEXT_BFB-01645,BFB-01645,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.718,bearing
RCA_TEXT_BFB-01646,BFB-01646,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,0.699,bearing
EVO_TEXT_BFB-01646,BFB-01646,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.699,bearing
RCA_TEXT_BFB-01647,BFB-01647,rca_text,诊断结果显示轴承出现轻微内圈故障，根因更可能来自装配阶段实体 BASM-01647 的风险累积。,0.7076,bearing
EVO_TEXT_BFB-01647,BFB-01647,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7076,bearing
RCA_TEXT_BFB-01648,BFB-01648,rca_text,诊断结果显示轴承出现严重内圈故障，根因更可能来自制造阶段实体 BMAN-00577 的风险累积。,0.6188,bearing
EVO_TEXT_BFB-01648,BFB-01648,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6188,bearing
RCA_TEXT_BFB-01649,BFB-01649,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前严重外圈故障的主要失效模式。,0.7108,bearing
EVO_TEXT_BFB-01649,BFB-01649,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7108,bearing
RCA_TEXT_BFB-01650,BFB-01650,rca_text,结合振动、峭度和温升特征，外圈故障与设计阶段异常高度一致，优先追溯到 BDES-00142。,0.7016,bearing
EVO_TEXT_BFB-01650,BFB-01650,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7016,bearing
RCA_TEXT_BFB-01651,BFB-01651,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00551。,0.6609,bearing
EVO_TEXT_BFB-01651,BFB-01651,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6609,bearing
RCA_TEXT_BFB-01652,BFB-01652,rca_text,该样本的生命周期风险在检测阶段较突出，能够解释当前严重外圈故障的主要失效模式。,0.725,bearing
EVO_TEXT_BFB-01652,BFB-01652,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.725,bearing
RCA_TEXT_BFB-01653,BFB-01653,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00626。,0.6239,bearing
EVO_TEXT_BFB-01653,BFB-01653,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6239,bearing
RCA_TEXT_BFB-01654,BFB-01654,rca_text,结合振动、峭度和温升特征，外圈故障与运维阶段异常高度一致，优先追溯到 BOPR-01654。,0.7658,bearing
EVO_TEXT_BFB-01654,BFB-01654,fault_evolution_text,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7658,bearing
RCA_TEXT_BFB-01655,BFB-01655,rca_text,诊断结果显示轴承出现轻微内圈故障，根因更可能来自制造阶段实体 BMAN-00815 的风险累积。,0.6276,bearing
EVO_TEXT_BFB-01655,BFB-01655,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.6276,bearing
RCA_TEXT_BFB-01656,BFB-01656,rca_text,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00664。,0.6457,bearing
EVO_TEXT_BFB-01656,BFB-01656,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6457,bearing
RCA_TEXT_BFB-01657,BFB-01657,rca_text,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00310。,0.7995,bearing
EVO_TEXT_BFB-01657,BFB-01657,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7995,bearing
RCA_TEXT_BFB-01658,BFB-01658,rca_text,诊断结果显示轴承出现严重外圈故障，根因更可能来自装配阶段实体 BASM-01658 的风险累积。,0.7554,bearing
EVO_TEXT_BFB-01658,BFB-01658,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7554,bearing
RCA_TEXT_BFB-01659,BFB-01659,rca_text,诊断结果显示轴承出现轻微外圈故障，根因更可能来自材料阶段实体 BMAT-00232 的风险累积。,0.6539,bearing
EVO_TEXT_BFB-01659,BFB-01659,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6539,bearing
RCA_TEXT_BFB-01660,BFB-01660,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自制造阶段实体 BMAN-00317 的风险累积。,0.7611,bearing
EVO_TEXT_BFB-01660,BFB-01660,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7611,bearing
RCA_TEXT_BFB-01661,BFB-01661,rca_text,诊断结果显示轴承出现严重滚动体故障，根因更可能来自装配阶段实体 BASM-01661 的风险累积。,0.7666,bearing
EVO_TEXT_BFB-01661,BFB-01661,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7666,bearing
RCA_TEXT_BFB-01662,BFB-01662,rca_text,诊断结果显示轴承出现轻微滚动体故障，根因更可能来自检测阶段实体 BINSP-01662 的风险累积。,0.6727,bearing
EVO_TEXT_BFB-01662,BFB-01662,fault_evolution_text,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6727,bearing
RCA_TEXT_BFB-01663,BFB-01663,rca_text,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00449。,0.6198,bearing
EVO_TEXT_BFB-01663,BFB-01663,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微滚动体故障。,0.6198,bearing
RCA_TEXT_BFB-01664,BFB-01664,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8893,bearing
EVO_TEXT_BFB-01664,BFB-01664,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8893,bearing
RCA_TEXT_BFB-01665,BFB-01665,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前严重内圈故障的主要失效模式。,0.6992,bearing
EVO_TEXT_BFB-01665,BFB-01665,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.6992,bearing
RCA_TEXT_BFB-01666,BFB-01666,rca_text,诊断结果显示轴承出现轻微外圈故障，根因更可能来自运维阶段实体 BOPR-01666 的风险累积。,0.6762,bearing
EVO_TEXT_BFB-01666,BFB-01666,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6762,bearing
RCA_TEXT_BFB-01667,BFB-01667,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,0.6598,bearing
EVO_TEXT_BFB-01667,BFB-01667,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6598,bearing
RCA_TEXT_BFB-01668,BFB-01668,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00541。,0.6748,bearing
EVO_TEXT_BFB-01668,BFB-01668,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6748,bearing
RCA_TEXT_BFB-01669,BFB-01669,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00114。,0.6715,bearing
EVO_TEXT_BFB-01669,BFB-01669,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6715,bearing
RCA_TEXT_BFB-01670,BFB-01670,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前严重内圈故障的主要失效模式。,0.7903,bearing
EVO_TEXT_BFB-01670,BFB-01670,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7903,bearing
RCA_TEXT_BFB-01671,BFB-01671,rca_text,结合振动、峭度和温升特征，外圈故障与检测阶段异常高度一致，优先追溯到 BINSP-01671。,0.7645,bearing
EVO_TEXT_BFB-01671,BFB-01671,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.7645,bearing
RCA_TEXT_BFB-01672,BFB-01672,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.683,bearing
EVO_TEXT_BFB-01672,BFB-01672,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.683,bearing
RCA_TEXT_BFB-01673,BFB-01673,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8839,bearing
EVO_TEXT_BFB-01673,BFB-01673,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8839,bearing
RCA_TEXT_BFB-01674,BFB-01674,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.6421,bearing
EVO_TEXT_BFB-01674,BFB-01674,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6421,bearing
RCA_TEXT_BFB-01675,BFB-01675,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8888,bearing
EVO_TEXT_BFB-01675,BFB-01675,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8888,bearing
RCA_TEXT_BFB-01676,BFB-01676,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,0.6719,bearing
EVO_TEXT_BFB-01676,BFB-01676,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.6719,bearing
RCA_TEXT_BFB-01677,BFB-01677,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.7652,bearing
EVO_TEXT_BFB-01677,BFB-01677,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7652,bearing
RCA_TEXT_BFB-01678,BFB-01678,rca_text,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00368。,0.7107,bearing
EVO_TEXT_BFB-01678,BFB-01678,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7107,bearing
RCA_TEXT_BFB-01679,BFB-01679,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,0.6681,bearing
EVO_TEXT_BFB-01679,BFB-01679,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6681,bearing
RCA_TEXT_BFB-01680,BFB-01680,rca_text,诊断结果显示轴承出现轻微外圈故障，根因更可能来自装配阶段实体 BASM-01680 的风险累积。,0.7165,bearing
EVO_TEXT_BFB-01680,BFB-01680,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.7165,bearing
RCA_TEXT_BFB-01681,BFB-01681,rca_text,该样本的生命周期风险在装配阶段较突出，能够解释当前严重滚动体故障的主要失效模式。,0.7394,bearing
EVO_TEXT_BFB-01681,BFB-01681,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.7394,bearing
RCA_TEXT_BFB-01682,BFB-01682,rca_text,结合振动、峭度和温升特征，外圈故障与检测阶段异常高度一致，优先追溯到 BINSP-01682。,0.6896,bearing
EVO_TEXT_BFB-01682,BFB-01682,fault_evolution_text,风险首先在检测阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6896,bearing
RCA_TEXT_BFB-01683,BFB-01683,rca_text,结合振动、峭度和温升特征，外圈故障与装配阶段异常高度一致，优先追溯到 BASM-01683。,0.6715,bearing
EVO_TEXT_BFB-01683,BFB-01683,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6715,bearing
RCA_TEXT_BFB-01684,BFB-01684,rca_text,结合振动、峭度和温升特征，内圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00136。,0.7709,bearing
EVO_TEXT_BFB-01684,BFB-01684,fault_evolution_text,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7709,bearing
RCA_TEXT_BFB-01685,BFB-01685,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00942。,0.6507,bearing
EVO_TEXT_BFB-01685,BFB-01685,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6507,bearing
RCA_TEXT_BFB-01686,BFB-01686,rca_text,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00581。,0.6171,bearing
EVO_TEXT_BFB-01686,BFB-01686,fault_evolution_text,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6171,bearing
RCA_TEXT_BFB-01687,BFB-01687,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8573,bearing
EVO_TEXT_BFB-01687,BFB-01687,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8573,bearing
RCA_TEXT_BFB-01688,BFB-01688,rca_text,该样本的生命周期风险在设计阶段较突出，能够解释当前中等外圈故障的主要失效模式。,0.6942,bearing
EVO_TEXT_BFB-01688,BFB-01688,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6942,bearing
RCA_TEXT_BFB-01689,BFB-01689,rca_text,诊断结果显示轴承出现中等外圈故障，根因更可能来自装配阶段实体 BASM-01689 的风险累积。,0.7685,bearing
EVO_TEXT_BFB-01689,BFB-01689,fault_evolution_text,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7685,bearing
RCA_TEXT_BFB-01690,BFB-01690,rca_text,该样本的生命周期风险在材料阶段较突出，能够解释当前严重内圈故障的主要失效模式。,0.7305,bearing
EVO_TEXT_BFB-01690,BFB-01690,fault_evolution_text,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重内圈故障。,0.7305,bearing
RCA_TEXT_BFB-01691,BFB-01691,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8417,bearing
EVO_TEXT_BFB-01691,BFB-01691,fault_evolution_text,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8417,bearing
RCA_TEXT_BFB-01692,BFB-01692,rca_text,该样本的生命周期风险在制造阶段较突出，能够解释当前中等内圈故障的主要失效模式。,0.7107,bearing
EVO_TEXT_BFB-01692,BFB-01692,fault_evolution_text,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7107,bearing
RCA_TEXT_BFB-01693,BFB-01693,rca_text,该轴承样本生命周期风险较低，未形成明确故障追溯链。,0.8567,bearing
