evidence_id,feedback_id,evidence_type,evidence_text,confidence,domain
EVO_TEXT_HFB-00584,HFB-00584,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6713,hydraulic
RCA_TEXT_HFB-00585,HFB-00585,rca_text,蓄能器出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00616。,0.6051,hydraulic
EVO_TEXT_HFB-00585,HFB-00585,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6051,hydraulic
RCA_TEXT_HFB-00586,HFB-00586,rca_text,该案例表现为轻微压力异常，根因更可能由制造阶段隐患累积触发。,0.5317,hydraulic
EVO_TEXT_HFB-00586,HFB-00586,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5317,hydraulic
RCA_TEXT_HFB-00587,HFB-00587,rca_text,液压油箱出现中度流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00905。,0.5773,hydraulic
EVO_TEXT_HFB-00587,HFB-00587,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5773,hydraulic
RCA_TEXT_HFB-00588,HFB-00588,rca_text,该案例表现为中度温度异常，根因更可能由运维阶段隐患累积触发。,0.6364,hydraulic
EVO_TEXT_HFB-00588,HFB-00588,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6364,hydraulic
RCA_TEXT_HFB-00589,HFB-00589,rca_text,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,0.5862,hydraulic
EVO_TEXT_HFB-00589,HFB-00589,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5862,hydraulic
RCA_TEXT_HFB-00590,HFB-00590,rca_text,该案例表现为轻微阀芯卡滞，根因更可能由制造阶段隐患累积触发。,0.6341,hydraulic
EVO_TEXT_HFB-00590,HFB-00590,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6341,hydraulic
RCA_TEXT_HFB-00591,HFB-00591,rca_text,结合传感器能量和检测记录，冷却器的温度异常与材料阶段高风险实体 HMAT-00255 一致。,0.6258,hydraulic
EVO_TEXT_HFB-00591,HFB-00591,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6258,hydraulic
RCA_TEXT_HFB-00592,HFB-00592,rca_text,该案例表现为轻微温度异常，根因更可能由材料阶段隐患累积触发。,0.6717,hydraulic
EVO_TEXT_HFB-00592,HFB-00592,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6717,hydraulic
RCA_TEXT_HFB-00593,HFB-00593,rca_text,结合传感器能量和检测记录，溢流阀的泄漏异常与检测阶段高风险实体 HINSP-00593 一致。,0.6183,hydraulic
EVO_TEXT_HFB-00593,HFB-00593,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6183,hydraulic
RCA_TEXT_HFB-00594,HFB-00594,rca_text,该案例表现为中度温度异常，根因更可能由运维阶段隐患累积触发。,0.627,hydraulic
EVO_TEXT_HFB-00594,HFB-00594,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.627,hydraulic
RCA_TEXT_HFB-00595,HFB-00595,rca_text,该案例表现为中度泄漏异常，根因更可能由材料阶段隐患累积触发。,0.6182,hydraulic
EVO_TEXT_HFB-00595,HFB-00595,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6182,hydraulic
RCA_TEXT_HFB-00596,HFB-00596,rca_text,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,0.5896,hydraulic
EVO_TEXT_HFB-00596,HFB-00596,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5896,hydraulic
RCA_TEXT_HFB-00597,HFB-00597,rca_text,蓄能器出现中度压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-00597。,0.622,hydraulic
EVO_TEXT_HFB-00597,HFB-00597,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.622,hydraulic
RCA_TEXT_HFB-00598,HFB-00598,rca_text,该案例表现为轻微泄漏异常，根因更可能由装配阶段隐患累积触发。,0.5656,hydraulic
EVO_TEXT_HFB-00598,HFB-00598,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5656,hydraulic
RCA_TEXT_HFB-00599,HFB-00599,rca_text,卸荷阀出现中度泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00580。,0.6321,hydraulic
EVO_TEXT_HFB-00599,HFB-00599,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6321,hydraulic
RCA_TEXT_HFB-00600,HFB-00600,rca_text,单向阀出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00600。,0.547,hydraulic
EVO_TEXT_HFB-00600,HFB-00600,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.547,hydraulic
RCA_TEXT_HFB-00601,HFB-00601,rca_text,液压油箱出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01162。,0.5923,hydraulic
EVO_TEXT_HFB-00601,HFB-00601,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5923,hydraulic
RCA_TEXT_HFB-00602,HFB-00602,rca_text,结合传感器能量和检测记录，方向控制阀的泄漏异常与设计阶段高风险实体 HDES-00513 一致。,0.6004,hydraulic
EVO_TEXT_HFB-00602,HFB-00602,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6004,hydraulic
RCA_TEXT_HFB-00603,HFB-00603,rca_text,结合传感器能量和检测记录，液压泵总成的压力异常与设计阶段高风险实体 HDES-00753 一致。,0.6455,hydraulic
EVO_TEXT_HFB-00603,HFB-00603,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6455,hydraulic
RCA_TEXT_HFB-00604,HFB-00604,rca_text,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,0.6114,hydraulic
EVO_TEXT_HFB-00604,HFB-00604,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6114,hydraulic
RCA_TEXT_HFB-00605,HFB-00605,rca_text,溢流阀出现轻微振动异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00821。,0.608,hydraulic
EVO_TEXT_HFB-00605,HFB-00605,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.608,hydraulic
RCA_TEXT_HFB-00606,HFB-00606,rca_text,结合传感器能量和检测记录，蓄能器的压力异常与运维阶段高风险实体 HOPR-00606 一致。,0.6252,hydraulic
EVO_TEXT_HFB-00606,HFB-00606,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6252,hydraulic
RCA_TEXT_HFB-00607,HFB-00607,rca_text,结合传感器能量和检测记录，管路总成的振动异常与装配阶段高风险实体 HASM-00607 一致。,0.61,hydraulic
EVO_TEXT_HFB-00607,HFB-00607,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.61,hydraulic
RCA_TEXT_HFB-00608,HFB-00608,rca_text,液压油箱出现轻微振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00254。,0.5827,hydraulic
EVO_TEXT_HFB-00608,HFB-00608,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5827,hydraulic
RCA_TEXT_HFB-00609,HFB-00609,rca_text,结合传感器能量和检测记录，卸荷阀的压力异常与检测阶段高风险实体 HINSP-00609 一致。,0.5431,hydraulic
EVO_TEXT_HFB-00609,HFB-00609,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5431,hydraulic
RCA_TEXT_HFB-00610,HFB-00610,rca_text,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,0.6798,hydraulic
EVO_TEXT_HFB-00610,HFB-00610,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6798,hydraulic
RCA_TEXT_HFB-00611,HFB-00611,rca_text,结合传感器能量和检测记录，方向控制阀的阀芯卡滞与制造阶段高风险实体 HMAN-00435 一致。,0.6178,hydraulic
EVO_TEXT_HFB-00611,HFB-00611,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6178,hydraulic
RCA_TEXT_HFB-00612,HFB-00612,rca_text,结合传感器能量和检测记录，单向阀的流量异常与检测阶段高风险实体 HINSP-00612 一致。,0.5827,hydraulic
EVO_TEXT_HFB-00612,HFB-00612,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5827,hydraulic
RCA_TEXT_HFB-00613,HFB-00613,rca_text,结合传感器能量和检测记录，管路总成的压力异常与制造阶段高风险实体 HMAN-00585 一致。,0.6294,hydraulic
EVO_TEXT_HFB-00613,HFB-00613,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6294,hydraulic
RCA_TEXT_HFB-00614,HFB-00614,rca_text,结合传感器能量和检测记录，过滤器的温度异常与运维阶段高风险实体 HOPR-00614 一致。,0.6209,hydraulic
EVO_TEXT_HFB-00614,HFB-00614,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6209,hydraulic
RCA_TEXT_HFB-00615,HFB-00615,rca_text,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,0.5529,hydraulic
EVO_TEXT_HFB-00615,HFB-00615,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5529,hydraulic
RCA_TEXT_HFB-00616,HFB-00616,rca_text,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,0.5832,hydraulic
EVO_TEXT_HFB-00616,HFB-00616,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5832,hydraulic
RCA_TEXT_HFB-00617,HFB-00617,rca_text,结合传感器能量和检测记录，液压泵总成的压力异常与设计阶段高风险实体 HDES-00865 一致。,0.552,hydraulic
EVO_TEXT_HFB-00617,HFB-00617,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.552,hydraulic
RCA_TEXT_HFB-00618,HFB-00618,rca_text,结合传感器能量和检测记录，溢流阀的流量异常与设计阶段高风险实体 HDES-00487 一致。,0.5107,hydraulic
EVO_TEXT_HFB-00618,HFB-00618,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5107,hydraulic
RCA_TEXT_HFB-00619,HFB-00619,rca_text,管路总成出现中度振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00619。,0.6568,hydraulic
EVO_TEXT_HFB-00619,HFB-00619,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6568,hydraulic
RCA_TEXT_HFB-00620,HFB-00620,rca_text,结合传感器能量和检测记录，冷却器的温度异常与装配阶段高风险实体 HASM-00620 一致。,0.5613,hydraulic
EVO_TEXT_HFB-00620,HFB-00620,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5613,hydraulic
RCA_TEXT_HFB-00621,HFB-00621,rca_text,作动筒出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00621。,0.5647,hydraulic
EVO_TEXT_HFB-00621,HFB-00621,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5647,hydraulic
RCA_TEXT_HFB-00622,HFB-00622,rca_text,方向控制阀出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00622。,0.559,hydraulic
EVO_TEXT_HFB-00622,HFB-00622,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.559,hydraulic
RCA_TEXT_HFB-00623,HFB-00623,rca_text,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,0.5363,hydraulic
EVO_TEXT_HFB-00623,HFB-00623,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5363,hydraulic
RCA_TEXT_HFB-00624,HFB-00624,rca_text,液压油箱出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00396。,0.559,hydraulic
EVO_TEXT_HFB-00624,HFB-00624,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.559,hydraulic
RCA_TEXT_HFB-00625,HFB-00625,rca_text,该案例表现为轻微流量异常，根因更可能由设计阶段隐患累积触发。,0.5658,hydraulic
EVO_TEXT_HFB-00625,HFB-00625,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5658,hydraulic
RCA_TEXT_HFB-00626,HFB-00626,rca_text,结合传感器能量和检测记录，溢流阀的泄漏异常与检测阶段高风险实体 HINSP-00626 一致。,0.5705,hydraulic
EVO_TEXT_HFB-00626,HFB-00626,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5705,hydraulic
RCA_TEXT_HFB-00627,HFB-00627,rca_text,溢流阀出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00627。,0.6443,hydraulic
EVO_TEXT_HFB-00627,HFB-00627,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6443,hydraulic
RCA_TEXT_HFB-00628,HFB-00628,rca_text,卸荷阀出现轻微阀芯卡滞，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00628。,0.5995,hydraulic
EVO_TEXT_HFB-00628,HFB-00628,fault_evolution_text,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5995,hydraulic
RCA_TEXT_HFB-00629,HFB-00629,rca_text,管路总成出现中度压力异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00533。,0.6114,hydraulic
EVO_TEXT_HFB-00629,HFB-00629,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6114,hydraulic
RCA_TEXT_HFB-00630,HFB-00630,rca_text,该案例表现为中度泄漏异常，根因更可能由装配阶段隐患累积触发。,0.6431,hydraulic
EVO_TEXT_HFB-00630,HFB-00630,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6431,hydraulic
RCA_TEXT_HFB-00631,HFB-00631,rca_text,蓄能器出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00292。,0.6186,hydraulic
EVO_TEXT_HFB-00631,HFB-00631,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6186,hydraulic
RCA_TEXT_HFB-00632,HFB-00632,rca_text,结合传感器能量和检测记录，蓄能器的振动异常与材料阶段高风险实体 HMAT-00589 一致。,0.6227,hydraulic
EVO_TEXT_HFB-00632,HFB-00632,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6227,hydraulic
RCA_TEXT_HFB-00633,HFB-00633,rca_text,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与检测阶段高风险实体 HINSP-00633 一致。,0.5669,hydraulic
EVO_TEXT_HFB-00633,HFB-00633,fault_evolution_text,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5669,hydraulic
RCA_TEXT_HFB-00634,HFB-00634,rca_text,结合传感器能量和检测记录，节流阀的流量异常与制造阶段高风险实体 HMAN-00370 一致。,0.5457,hydraulic
EVO_TEXT_HFB-00634,HFB-00634,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5457,hydraulic
RCA_TEXT_HFB-00635,HFB-00635,rca_text,管路总成出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00635。,0.6119,hydraulic
EVO_TEXT_HFB-00635,HFB-00635,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6119,hydraulic
RCA_TEXT_HFB-00636,HFB-00636,rca_text,结合传感器能量和检测记录，节流阀的流量异常与运维阶段高风险实体 HOPR-00636 一致。,0.5736,hydraulic
EVO_TEXT_HFB-00636,HFB-00636,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5736,hydraulic
RCA_TEXT_HFB-00637,HFB-00637,rca_text,节流阀出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00110。,0.5354,hydraulic
EVO_TEXT_HFB-00637,HFB-00637,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5354,hydraulic
RCA_TEXT_HFB-00638,HFB-00638,rca_text,该案例表现为轻微流量异常，根因更可能由检测阶段隐患累积触发。,0.5767,hydraulic
EVO_TEXT_HFB-00638,HFB-00638,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5767,hydraulic
RCA_TEXT_HFB-00639,HFB-00639,rca_text,溢流阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00639。,0.6381,hydraulic
EVO_TEXT_HFB-00639,HFB-00639,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6381,hydraulic
RCA_TEXT_HFB-00640,HFB-00640,rca_text,管路总成出现中度泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00125。,0.6403,hydraulic
EVO_TEXT_HFB-00640,HFB-00640,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6403,hydraulic
RCA_TEXT_HFB-00641,HFB-00641,rca_text,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,0.5888,hydraulic
EVO_TEXT_HFB-00641,HFB-00641,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5888,hydraulic
RCA_TEXT_HFB-00642,HFB-00642,rca_text,卸荷阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00287。,0.6028,hydraulic
EVO_TEXT_HFB-00642,HFB-00642,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6028,hydraulic
RCA_TEXT_HFB-00643,HFB-00643,rca_text,作动筒出现中度泄漏异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-00643。,0.6191,hydraulic
EVO_TEXT_HFB-00643,HFB-00643,fault_evolution_text,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6191,hydraulic
RCA_TEXT_HFB-00644,HFB-00644,rca_text,该案例表现为中度压力异常，根因更可能由装配阶段隐患累积触发。,0.6234,hydraulic
EVO_TEXT_HFB-00644,HFB-00644,fault_evolution_text,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6234,hydraulic
RCA_TEXT_HFB-00645,HFB-00645,rca_text,结合传感器能量和检测记录，单向阀的阀芯卡滞与制造阶段高风险实体 HMAN-00351 一致。,0.5939,hydraulic
EVO_TEXT_HFB-00645,HFB-00645,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5939,hydraulic
RCA_TEXT_HFB-00646,HFB-00646,rca_text,管路总成出现中度泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00582。,0.6438,hydraulic
EVO_TEXT_HFB-00646,HFB-00646,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6438,hydraulic
RCA_TEXT_HFB-00647,HFB-00647,rca_text,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,0.6275,hydraulic
EVO_TEXT_HFB-00647,HFB-00647,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6275,hydraulic
RCA_TEXT_HFB-00648,HFB-00648,rca_text,该案例表现为中度泄漏异常，根因更可能由装配阶段隐患累积触发。,0.721,hydraulic
EVO_TEXT_HFB-00648,HFB-00648,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.721,hydraulic
RCA_TEXT_HFB-00649,HFB-00649,rca_text,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,0.588,hydraulic
EVO_TEXT_HFB-00649,HFB-00649,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.588,hydraulic
RCA_TEXT_HFB-00650,HFB-00650,rca_text,冷却器出现中度温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-00650。,0.5873,hydraulic
EVO_TEXT_HFB-00650,HFB-00650,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5873,hydraulic
RCA_TEXT_HFB-00651,HFB-00651,rca_text,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,0.5721,hydraulic
EVO_TEXT_HFB-00651,HFB-00651,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5721,hydraulic
RCA_TEXT_HFB-00652,HFB-00652,rca_text,作动筒出现轻微流量异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00147。,0.5649,hydraulic
EVO_TEXT_HFB-00652,HFB-00652,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5649,hydraulic
RCA_TEXT_HFB-00653,HFB-00653,rca_text,该案例表现为轻微泄漏异常，根因更可能由设计阶段隐患累积触发。,0.544,hydraulic
EVO_TEXT_HFB-00653,HFB-00653,fault_evolution_text,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.544,hydraulic
RCA_TEXT_HFB-00654,HFB-00654,rca_text,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,0.6248,hydraulic
EVO_TEXT_HFB-00654,HFB-00654,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6248,hydraulic
RCA_TEXT_HFB-00655,HFB-00655,rca_text,冷却器出现轻微温度异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-00655。,0.5089,hydraulic
EVO_TEXT_HFB-00655,HFB-00655,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5089,hydraulic
RCA_TEXT_HFB-00656,HFB-00656,rca_text,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,0.6019,hydraulic
EVO_TEXT_HFB-00656,HFB-00656,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6019,hydraulic
RCA_TEXT_HFB-00657,HFB-00657,rca_text,结合传感器能量和检测记录，方向控制阀的流量异常与制造阶段高风险实体 HMAN-00406 一致。,0.6532,hydraulic
EVO_TEXT_HFB-00657,HFB-00657,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6532,hydraulic
RCA_TEXT_HFB-00658,HFB-00658,rca_text,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,0.6495,hydraulic
EVO_TEXT_HFB-00658,HFB-00658,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6495,hydraulic
RCA_TEXT_HFB-00659,HFB-00659,rca_text,液压泵总成出现轻微阀芯卡滞，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00553。,0.564,hydraulic
EVO_TEXT_HFB-00659,HFB-00659,fault_evolution_text,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.564,hydraulic
RCA_TEXT_HFB-00660,HFB-00660,rca_text,液压油箱出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00970。,0.5368,hydraulic
EVO_TEXT_HFB-00660,HFB-00660,fault_evolution_text,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5368,hydraulic
RCA_TEXT_HFB-00661,HFB-00661,rca_text,管路总成出现中度振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00613。,0.6305,hydraulic
EVO_TEXT_HFB-00661,HFB-00661,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6305,hydraulic
RCA_TEXT_HFB-00662,HFB-00662,rca_text,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与运维阶段高风险实体 HOPR-00662 一致。,0.596,hydraulic
EVO_TEXT_HFB-00662,HFB-00662,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.596,hydraulic
RCA_TEXT_HFB-00663,HFB-00663,rca_text,该案例表现为轻微泄漏异常，根因更可能由制造阶段隐患累积触发。,0.5838,hydraulic
EVO_TEXT_HFB-00663,HFB-00663,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5838,hydraulic
RCA_TEXT_HFB-00664,HFB-00664,rca_text,结合传感器能量和检测记录，单向阀的振动异常与运维阶段高风险实体 HOPR-00664 一致。,0.6176,hydraulic
EVO_TEXT_HFB-00664,HFB-00664,fault_evolution_text,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6176,hydraulic
RCA_TEXT_HFB-00665,HFB-00665,rca_text,结合传感器能量和检测记录，节流阀的流量异常与装配阶段高风险实体 HASM-00665 一致。,0.6195,hydraulic
EVO_TEXT_HFB-00665,HFB-00665,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6195,hydraulic
RCA_TEXT_HFB-00666,HFB-00666,rca_text,管路总成出现中度泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00131。,0.6712,hydraulic
EVO_TEXT_HFB-00666,HFB-00666,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6712,hydraulic
RCA_TEXT_HFB-00667,HFB-00667,rca_text,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-00667 一致。,0.595,hydraulic
EVO_TEXT_HFB-00667,HFB-00667,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.595,hydraulic
RCA_TEXT_HFB-00668,HFB-00668,rca_text,结合传感器能量和检测记录，液压泵总成的压力异常与设计阶段高风险实体 HDES-00304 一致。,0.6495,hydraulic
EVO_TEXT_HFB-00668,HFB-00668,fault_evolution_text,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6495,hydraulic
RCA_TEXT_HFB-00669,HFB-00669,rca_text,结合传感器能量和检测记录，液压泵总成的振动异常与设计阶段高风险实体 HDES-00431 一致。,0.6141,hydraulic
EVO_TEXT_HFB-00669,HFB-00669,fault_evolution_text,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6141,hydraulic
