feedback_id,case_id,component_uid,component_code,component_name,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
HFB-01531,HCASE-01531,HCU-01531,C006,冷却器,vibration_abnormal,冷却器,slight,0.7515,该案例表现为轻微振动异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6137,HMAT-00319,MaterialBatch,material
HFB-01532,HCASE-01532,HCU-01532,C001,液压泵总成,vibration_abnormal,液压泵总成,slight,0.6288,液压泵总成出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01532。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6056,HOPR-01532,MaintenanceRecord,operation
HFB-01533,HCASE-01533,HCU-01533,C002,方向控制阀,valve_stuck,方向控制阀,slight,0.7067,方向控制阀出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01533。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6406,HOPR-01533,MaintenanceRecord,operation
HFB-01534,HCASE-01534,HCU-01534,C011,管路总成,temperature_abnormal,管路总成,slight,0.7339,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。,0.5981,HOPR-01534,MaintenanceRecord,operation
HFB-01535,HCASE-01535,HCU-01535,C003,作动筒,flow_abnormal,作动筒,slight,0.6706,结合传感器能量和检测记录，作动筒的流量异常与制造阶段高风险实体 HMAN-00669 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5134,HMAN-00669,ManufacturingBatch,manufacturing
HFB-01536,HCASE-01536,HCU-01536,C011,管路总成,vibration_abnormal,管路总成,medium,0.7343,管路总成出现中度振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01536。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6078,HOPR-01536,MaintenanceRecord,operation
HFB-01537,HCASE-01537,HCU-01537,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.6739,方向控制阀出现中度流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01160。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6305,HMAN-01160,ManufacturingBatch,manufacturing
HFB-01538,HCASE-01538,HCU-01538,C007,过滤器,flow_abnormal,过滤器,slight,0.6494,结合传感器能量和检测记录，过滤器的流量异常与装配阶段高风险实体 HASM-01538 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5588,HASM-01538,AssemblyRecord,assembly
HFB-01539,HCASE-01539,HCU-01539,C008,液压油箱,pressure_abnormal,液压油箱,slight,0.681,该案例表现为轻微压力异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5593,HMAN-00611,ManufacturingBatch,manufacturing
HFB-01540,HCASE-01540,HCU-01540,C002,方向控制阀,oil_leakage,方向控制阀,slight,0.636,方向控制阀出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00062。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5645,HMAT-00062,MaterialBatch,material
HFB-01541,HCASE-01541,HCU-01541,C010,节流阀,pressure_abnormal,节流阀,slight,0.6373,结合传感器能量和检测记录，节流阀的压力异常与运维阶段高风险实体 HOPR-01541 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5905,HOPR-01541,MaintenanceRecord,operation
HFB-01542,HCASE-01542,HCU-01542,C007,过滤器,valve_stuck,过滤器,slight,0.6632,过滤器出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01542。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5587,HOPR-01542,MaintenanceRecord,operation
HFB-01543,HCASE-01543,HCU-01543,C010,节流阀,vibration_abnormal,节流阀,slight,0.6276,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5994,HASM-01543,AssemblyRecord,assembly
HFB-01544,HCASE-01544,HCU-01544,C011,管路总成,oil_leakage,管路总成,slight,0.6322,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.597,HMAT-00203,MaterialBatch,material
HFB-01545,HCASE-01545,HCU-01545,C005,蓄能器,valve_stuck,蓄能器,slight,0.6601,该案例表现为轻微阀芯卡滞，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5886,HINSP-01545,InspectionRecord,inspection
HFB-01546,HCASE-01546,HCU-01546,C004,溢流阀,pressure_abnormal,溢流阀,medium,0.6731,溢流阀出现中度压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01546。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5675,HOPR-01546,MaintenanceRecord,operation
HFB-01547,HCASE-01547,HCU-01547,C004,溢流阀,oil_leakage,溢流阀,slight,0.6853,结合传感器能量和检测记录，溢流阀的泄漏异常与制造阶段高风险实体 HMAN-00368 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6133,HMAN-00368,ManufacturingBatch,manufacturing
HFB-01548,HCASE-01548,HCU-01548,C009,单向阀,valve_stuck,单向阀,slight,0.6482,结合传感器能量和检测记录，单向阀的阀芯卡滞与设计阶段高风险实体 HDES-00285 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5612,HDES-00285,DesignSpec,design
HFB-01549,HCASE-01549,HCU-01549,C007,过滤器,vibration_abnormal,过滤器,slight,0.6227,过滤器出现轻微振动异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01549。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5136,HASM-01549,AssemblyRecord,assembly
HFB-01550,HCASE-01550,HCU-01550,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.6786,方向控制阀出现中度流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-01080。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6443,HDES-01080,DesignSpec,design
HFB-01551,HCASE-01551,HCU-01551,C004,溢流阀,pressure_abnormal,溢流阀,medium,0.7357,结合传感器能量和检测记录，溢流阀的压力异常与设计阶段高风险实体 HDES-00670 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6798,HDES-00670,DesignSpec,design
HFB-01552,HCASE-01552,HCU-01552,C002,方向控制阀,oil_leakage,方向控制阀,slight,0.6683,该案例表现为轻微泄漏异常，根因更可能由检测阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6248,HINSP-01552,InspectionRecord,inspection
HFB-01553,HCASE-01553,HCU-01553,C003,作动筒,vibration_abnormal,作动筒,slight,0.6615,结合传感器能量和检测记录，作动筒的振动异常与运维阶段高风险实体 HOPR-01553 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5822,HOPR-01553,MaintenanceRecord,operation
HFB-01554,HCASE-01554,HCU-01554,C011,管路总成,oil_leakage,管路总成,slight,0.7271,该案例表现为轻微泄漏异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5683,HPIP-00280,PipeDesignParam,design
HFB-01555,HCASE-01555,HCU-01555,C004,溢流阀,valve_stuck,溢流阀,slight,0.6794,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6535,HOPR-01555,MaintenanceRecord,operation
HFB-01556,HCASE-01556,HCU-01556,C011,管路总成,vibration_abnormal,管路总成,medium,0.7293,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-01556 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6097,HOPR-01556,MaintenanceRecord,operation
HFB-01557,HCASE-01557,HCU-01557,C001,液压泵总成,vibration_abnormal,液压泵总成,slight,0.7124,液压泵总成出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01557。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6019,HOPR-01557,MaintenanceRecord,operation
HFB-01558,HCASE-01558,HCU-01558,C008,液压油箱,flow_abnormal,液压油箱,slight,0.6707,结合传感器能量和检测记录，液压油箱的流量异常与运维阶段高风险实体 HOPR-01558 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6029,HOPR-01558,MaintenanceRecord,operation
HFB-01559,HCASE-01559,HCU-01559,C012,卸荷阀,valve_stuck,卸荷阀,medium,0.784,卸荷阀出现中度阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01559。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.6364,HOPR-01559,MaintenanceRecord,operation
HFB-01560,HCASE-01560,HCU-01560,C010,节流阀,valve_stuck,节流阀,slight,0.7023,结合传感器能量和检测记录，节流阀的阀芯卡滞与设计阶段高风险实体 HDES-00103 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5935,HDES-00103,DesignSpec,design
HFB-01561,HCASE-01561,HCU-01561,C012,卸荷阀,oil_leakage,卸荷阀,slight,0.7042,结合传感器能量和检测记录，卸荷阀的泄漏异常与制造阶段高风险实体 HMAN-00427 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5292,HMAN-00427,ManufacturingBatch,manufacturing
HFB-01562,HCASE-01562,HCU-01562,C005,蓄能器,vibration_abnormal,蓄能器,slight,0.6768,蓄能器出现轻微振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00232。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6112,HMAT-00232,MaterialBatch,material
HFB-01563,HCASE-01563,HCU-01563,C005,蓄能器,oil_leakage,蓄能器,slight,0.7312,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6689,HOPR-01563,MaintenanceRecord,operation
HFB-01564,HCASE-01564,HCU-01564,C008,液压油箱,flow_abnormal,液压油箱,slight,0.6773,该案例表现为轻微流量异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6168,HOPR-01564,MaintenanceRecord,operation
HFB-01565,HCASE-01565,HCU-01565,C011,管路总成,oil_leakage,管路总成,medium,0.6567,结合传感器能量和检测记录，管路总成的泄漏异常与设计阶段高风险实体 HPIP-00282 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6444,HPIP-00282,PipeDesignParam,design
HFB-01566,HCASE-01566,HCU-01566,C006,冷却器,temperature_abnormal,冷却器,medium,0.6497,结合传感器能量和检测记录，冷却器的温度异常与设计阶段高风险实体 HDES-00636 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5786,HDES-00636,DesignSpec,design
HFB-01567,HCASE-01567,HCU-01567,C006,冷却器,oil_leakage,冷却器,slight,0.704,冷却器出现轻微泄漏异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01567。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5968,HASM-01567,AssemblyRecord,assembly
HFB-01568,HCASE-01568,HCU-01568,C001,液压泵总成,temperature_abnormal,液压泵总成,slight,0.6728,结合传感器能量和检测记录，液压泵总成的温度异常与材料阶段高风险实体 HMAT-00443 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5865,HMAT-00443,MaterialBatch,material
HFB-01569,HCASE-01569,HCU-01569,C004,溢流阀,pressure_abnormal,溢流阀,medium,0.6245,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6029,HOPR-01569,MaintenanceRecord,operation
HFB-01570,HCASE-01570,HCU-01570,C005,蓄能器,vibration_abnormal,蓄能器,slight,0.688,结合传感器能量和检测记录，蓄能器的振动异常与运维阶段高风险实体 HOPR-01570 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6278,HOPR-01570,MaintenanceRecord,operation
HFB-01571,HCASE-01571,HCU-01571,C003,作动筒,pressure_abnormal,作动筒,slight,0.7007,作动筒出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01571。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5651,HOPR-01571,MaintenanceRecord,operation
HFB-01572,HCASE-01572,HCU-01572,C011,管路总成,pressure_abnormal,管路总成,medium,0.7622,该案例表现为中度压力异常，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5665,HMAT-00548,MaterialBatch,material
HFB-01573,HCASE-01573,HCU-01573,C001,液压泵总成,temperature_abnormal,液压泵总成,slight,0.6619,结合传感器能量和检测记录，液压泵总成的温度异常与设计阶段高风险实体 HDES-00753 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5863,HDES-00753,DesignSpec,design
HFB-01574,HCASE-01574,HCU-01574,C001,液压泵总成,vibration_abnormal,液压泵总成,slight,0.7026,该案例表现为轻微振动异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.67,HMAN-00052,ManufacturingBatch,manufacturing
HFB-01575,HCASE-01575,HCU-01575,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.7023,结合传感器能量和检测记录，方向控制阀的流量异常与运维阶段高风险实体 HOPR-01575 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6187,HOPR-01575,MaintenanceRecord,operation
HFB-01576,HCASE-01576,HCU-01576,C001,液压泵总成,vibration_abnormal,液压泵总成,slight,0.6711,液压泵总成出现轻微振动异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00468。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5773,HMAT-00468,MaterialBatch,material
HFB-01577,HCASE-01577,HCU-01577,C011,管路总成,flow_abnormal,管路总成,slight,0.6675,管路总成出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00739。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.545,HMAN-00739,ManufacturingBatch,manufacturing
HFB-01578,HCASE-01578,HCU-01578,C006,冷却器,pressure_abnormal,冷却器,slight,0.6118,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5528,HOPR-01578,MaintenanceRecord,operation
HFB-01579,HCASE-01579,HCU-01579,C001,液压泵总成,vibration_abnormal,液压泵总成,slight,0.6636,结合传感器能量和检测记录，液压泵总成的振动异常与装配阶段高风险实体 HASM-01579 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6038,HASM-01579,AssemblyRecord,assembly
HFB-01580,HCASE-01580,HCU-01580,C009,单向阀,oil_leakage,单向阀,slight,0.6974,结合传感器能量和检测记录，单向阀的泄漏异常与装配阶段高风险实体 HASM-01580 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5806,HASM-01580,AssemblyRecord,assembly
HFB-01581,HCASE-01581,HCU-01581,C012,卸荷阀,vibration_abnormal,卸荷阀,slight,0.6509,结合传感器能量和检测记录，卸荷阀的振动异常与制造阶段高风险实体 HMAN-00095 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5624,HMAN-00095,ManufacturingBatch,manufacturing
HFB-01582,HCASE-01582,HCU-01582,C002,方向控制阀,flow_abnormal,方向控制阀,slight,0.6842,方向控制阀出现轻微流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01582。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6131,HASM-01582,AssemblyRecord,assembly
HFB-01583,HCASE-01583,HCU-01583,C006,冷却器,vibration_abnormal,冷却器,slight,0.7013,结合传感器能量和检测记录，冷却器的振动异常与装配阶段高风险实体 HASM-01583 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6068,HASM-01583,AssemblyRecord,assembly
HFB-01584,HCASE-01584,HCU-01584,C008,液压油箱,oil_leakage,液压油箱,slight,0.6688,结合传感器能量和检测记录，液压油箱的泄漏异常与设计阶段高风险实体 HDES-00518 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5461,HDES-00518,DesignSpec,design
HFB-01585,HCASE-01585,HCU-01585,C007,过滤器,flow_abnormal,过滤器,slight,0.6628,结合传感器能量和检测记录，过滤器的流量异常与材料阶段高风险实体 HMAT-00401 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6259,HMAT-00401,MaterialBatch,material
HFB-01586,HCASE-01586,HCU-01586,C011,管路总成,oil_leakage,管路总成,medium,0.7997,结合传感器能量和检测记录，管路总成的泄漏异常与运维阶段高风险实体 HOPR-01586 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6881,HOPR-01586,MaintenanceRecord,operation
HFB-01587,HCASE-01587,HCU-01587,C002,方向控制阀,pressure_abnormal,方向控制阀,slight,0.7706,结合传感器能量和检测记录，方向控制阀的压力异常与运维阶段高风险实体 HOPR-01587 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6426,HOPR-01587,MaintenanceRecord,operation
HFB-01588,HCASE-01588,HCU-01588,C002,方向控制阀,pressure_abnormal,方向控制阀,slight,0.7251,方向控制阀出现轻微压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01588。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.5855,HASM-01588,AssemblyRecord,assembly
HFB-01589,HCASE-01589,HCU-01589,C009,单向阀,valve_stuck,单向阀,medium,0.7304,结合传感器能量和检测记录，单向阀的阀芯卡滞与制造阶段高风险实体 HMAN-00894 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.7164,HMAN-00894,ManufacturingBatch,manufacturing
HFB-01590,HCASE-01590,HCU-01590,C010,节流阀,valve_stuck,节流阀,medium,0.7363,节流阀出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00620。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6516,HMAN-00620,ManufacturingBatch,manufacturing
HFB-01591,HCASE-01591,HCU-01591,C003,作动筒,flow_abnormal,作动筒,slight,0.6825,作动筒出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00844。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6176,HMAN-00844,ManufacturingBatch,manufacturing
HFB-01592,HCASE-01592,HCU-01592,C004,溢流阀,valve_stuck,溢流阀,medium,0.7961,结合传感器能量和检测记录，溢流阀的阀芯卡滞与制造阶段高风险实体 HMAN-00894 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.7198,HMAN-00894,ManufacturingBatch,manufacturing
HFB-01593,HCASE-01593,HCU-01593,C003,作动筒,pressure_abnormal,作动筒,slight,0.6388,作动筒出现轻微压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01593。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5695,HASM-01593,AssemblyRecord,assembly
HFB-01594,HCASE-01594,HCU-01594,C006,冷却器,temperature_abnormal,冷却器,slight,0.709,结合传感器能量和检测记录，冷却器的温度异常与运维阶段高风险实体 HOPR-01594 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6048,HOPR-01594,MaintenanceRecord,operation
HFB-01595,HCASE-01595,HCU-01595,C011,管路总成,pressure_abnormal,管路总成,medium,0.8194,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.7246,HPIP-00286,PipeDesignParam,design
HFB-01596,HCASE-01596,HCU-01596,C001,液压泵总成,pressure_abnormal,液压泵总成,medium,0.6571,该案例表现为中度压力异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6153,HMAN-00404,ManufacturingBatch,manufacturing
HFB-01597,HCASE-01597,HCU-01597,C006,冷却器,oil_leakage,冷却器,slight,0.6948,该案例表现为轻微泄漏异常，根因更可能由检测阶段隐患累积触发。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5316,HINSP-01597,InspectionRecord,inspection
HFB-01598,HCASE-01598,HCU-01598,C010,节流阀,flow_abnormal,节流阀,slight,0.6601,节流阀出现轻微流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00430。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6002,HMAN-00430,ManufacturingBatch,manufacturing
HFB-01599,HCASE-01599,HCU-01599,C005,蓄能器,flow_abnormal,蓄能器,slight,0.6319,结合传感器能量和检测记录，蓄能器的流量异常与装配阶段高风险实体 HASM-01599 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5585,HASM-01599,AssemblyRecord,assembly
HFB-01600,HCASE-01600,HCU-01600,C007,过滤器,flow_abnormal,过滤器,slight,0.6926,结合传感器能量和检测记录，过滤器的流量异常与材料阶段高风险实体 HMAT-00503 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.654,HMAT-00503,MaterialBatch,material
HFB-01601,HCASE-01601,HCU-01601,C002,方向控制阀,oil_leakage,方向控制阀,slight,0.6895,该案例表现为轻微泄漏异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6023,HDES-00683,DesignSpec,design
HFB-01602,HCASE-01602,HCU-01602,C002,方向控制阀,valve_stuck,方向控制阀,slight,0.7124,结合传感器能量和检测记录，方向控制阀的阀芯卡滞与材料阶段高风险实体 HMAT-00221 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5819,HMAT-00221,MaterialBatch,material
HFB-01603,HCASE-01603,HCU-01603,C008,液压油箱,pressure_abnormal,液压油箱,slight,0.6833,结合传感器能量和检测记录，液压油箱的压力异常与运维阶段高风险实体 HOPR-01603 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5488,HOPR-01603,MaintenanceRecord,operation
HFB-01604,HCASE-01604,HCU-01604,C003,作动筒,oil_leakage,作动筒,medium,0.6615,结合传感器能量和检测记录，作动筒的泄漏异常与装配阶段高风险实体 HASM-01604 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5963,HASM-01604,AssemblyRecord,assembly
HFB-01605,HCASE-01605,HCU-01605,C011,管路总成,vibration_abnormal,管路总成,medium,0.7942,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-01605 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.633,HOPR-01605,MaintenanceRecord,operation
HFB-01606,HCASE-01606,HCU-01606,C010,节流阀,valve_stuck,节流阀,medium,0.7307,结合传感器能量和检测记录，节流阀的阀芯卡滞与装配阶段高风险实体 HASM-01606 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6448,HASM-01606,AssemblyRecord,assembly
HFB-01607,HCASE-01607,HCU-01607,C004,溢流阀,oil_leakage,溢流阀,medium,0.7649,该案例表现为中度泄漏异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6873,HDES-00159,DesignSpec,design
HFB-01608,HCASE-01608,HCU-01608,C004,溢流阀,valve_stuck,溢流阀,slight,0.6846,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5956,HOPR-01608,MaintenanceRecord,operation
HFB-01609,HCASE-01609,HCU-01609,C011,管路总成,flow_abnormal,管路总成,slight,0.6282,管路总成出现轻微流量异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00288。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5192,HPIP-00288,PipeDesignParam,design
HFB-01610,HCASE-01610,HCU-01610,C003,作动筒,flow_abnormal,作动筒,slight,0.6186,该案例表现为轻微流量异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5127,HMAN-01069,ManufacturingBatch,manufacturing
HFB-01611,HCASE-01611,HCU-01611,C004,溢流阀,oil_leakage,溢流阀,slight,0.6756,溢流阀出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01611。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5777,HOPR-01611,MaintenanceRecord,operation
HFB-01612,HCASE-01612,HCU-01612,C007,过滤器,valve_stuck,过滤器,slight,0.7073,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5732,HOPR-01612,MaintenanceRecord,operation
HFB-01613,HCASE-01613,HCU-01613,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.7844,方向控制阀出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01613。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6181,HOPR-01613,MaintenanceRecord,operation
HFB-01614,HCASE-01614,HCU-01614,C004,溢流阀,flow_abnormal,溢流阀,slight,0.6566,溢流阀出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01614。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5885,HOPR-01614,MaintenanceRecord,operation
HFB-01615,HCASE-01615,HCU-01615,C004,溢流阀,oil_leakage,溢流阀,medium,0.7101,结合传感器能量和检测记录，溢流阀的泄漏异常与材料阶段高风险实体 HMAT-00324 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6224,HMAT-00324,MaterialBatch,material
HFB-01616,HCASE-01616,HCU-01616,C007,过滤器,temperature_abnormal,过滤器,medium,0.6787,该案例表现为中度温度异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5961,HOPR-01616,MaintenanceRecord,operation
