fault_report_id,service_event_id,repair_order_id,component_serial_no,fault_sym_code,fault_title,fault_text,fail_pos_desc,found_at_text,finder_name,gzjb
76,76,76,LGACT-2026-0076,DEF-HYD-05,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/28 16:52:00,Liu Xiaofeng,MRO_SEV_WARN
77,77,77,LGACT-2026-0077,DEF-HYD-06,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/29 16:59:00,Zhou Qian,MRO_SEV_MINOR
78,78,78,LGACT-2026-0078,DEF-HYD-07,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/30 17:06:00,Huang Zhiqiang,MRO_SEV_MAJOR
79,79,79,LGACT-2026-0079,DEF-HYD-08,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/31 17:13:00,Sun Wei,MRO_SEV_CRITICAL
80,80,80,LGACT-2026-0080,DEF-HYD-09,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/01 17:20:00,Ma Rui,MRO_SEV_WARN
81,81,81,LGACT-2026-0081,DEF-HYD-01,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/02 17:27:00,Zhang Jiancheng,MRO_SEV_MINOR
82,82,82,LGACT-2026-0082,DEF-HYD-02,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/03 17:34:00,Li Hang,MRO_SEV_MAJOR
83,83,83,LGACT-2026-0083,DEF-HYD-03,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/04 17:41:00,Wang Lijun,MRO_SEV_CRITICAL
84,84,84,LGACT-2026-0084,DEF-HYD-04,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/05 17:48:00,Zhao Min,MRO_SEV_WARN
85,85,85,LGACT-2026-0085,DEF-HYD-05,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/09 17:55:00,Chen Gong,MRO_SEV_MINOR
86,86,86,LGACT-2026-0086,DEF-HYD-06,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/10 18:02:00,Liu Xiaofeng,MRO_SEV_MAJOR
87,87,87,LGACT-2026-0087,DEF-HYD-07,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/11 18:09:00,Zhou Qian,MRO_SEV_CRITICAL
88,88,88,LGACT-2026-0088,DEF-HYD-08,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/12 18:16:00,Huang Zhiqiang,MRO_SEV_WARN
89,89,89,LGACT-2026-0089,DEF-HYD-09,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/13 18:23:00,Sun Wei,MRO_SEV_MINOR
90,90,90,LGACT-2026-0090,DEF-HYD-01,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/14 18:30:00,Ma Rui,MRO_SEV_MAJOR
91,91,91,LGACT-2026-0091,DEF-HYD-02,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/15 18:37:00,Zhang Jiancheng,MRO_SEV_CRITICAL
92,92,92,LGACT-2026-0092,DEF-HYD-03,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/16 18:44:00,Li Hang,MRO_SEV_WARN
93,93,93,LGACT-2026-0093,DEF-HYD-04,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/17 18:51:00,Wang Lijun,MRO_SEV_MINOR
94,94,94,LGACT-2026-0094,DEF-HYD-05,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/18 18:58:00,Zhao Min,MRO_SEV_MAJOR
95,95,95,LGACT-2026-0095,DEF-HYD-06,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/19 19:05:00,Chen Gong,MRO_SEV_CRITICAL
96,96,96,LGACT-2026-0096,DEF-HYD-07,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/20 19:12:00,Liu Xiaofeng,MRO_SEV_WARN
97,97,97,LGACT-2026-0097,DEF-HYD-08,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/21 19:19:00,Zhou Qian,MRO_SEV_MINOR
98,98,98,LGACT-2026-0098,DEF-HYD-09,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/22 19:26:00,Huang Zhiqiang,MRO_SEV_MAJOR
99,99,99,LGACT-2026-0099,DEF-HYD-01,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/23 19:33:00,Sun Wei,MRO_SEV_CRITICAL
100,100,100,LGACT-2026-0100,DEF-HYD-02,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/24 19:40:00,Ma Rui,MRO_SEV_WARN
101,101,101,LGACT-2026-0101,DEF-HYD-03,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/25 19:47:00,Zhang Jiancheng,MRO_SEV_MINOR
102,102,102,LGACT-2026-0102,DEF-HYD-04,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/26 19:54:00,Li Hang,MRO_SEV_MAJOR
103,103,103,LGACT-2026-0103,DEF-HYD-05,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/27 20:01:00,Wang Lijun,MRO_SEV_CRITICAL
104,104,104,LGACT-2026-0104,DEF-HYD-06,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/28 20:08:00,Zhao Min,MRO_SEV_WARN
105,105,105,LGACT-2026-0105,DEF-HYD-07,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/29 20:15:00,Chen Gong,MRO_SEV_MINOR
106,106,106,LGACT-2026-0106,DEF-HYD-08,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/30 20:22:00,Liu Xiaofeng,MRO_SEV_MAJOR
107,107,107,LGACT-2026-0107,DEF-HYD-09,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/31 20:29:00,Zhou Qian,MRO_SEV_CRITICAL
108,108,108,LGACT-2026-0108,DEF-HYD-01,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/01 20:36:00,Huang Zhiqiang,MRO_SEV_WARN
109,109,109,LGACT-2026-0109,DEF-HYD-02,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/02 20:43:00,Sun Wei,MRO_SEV_MINOR
110,110,110,LGACT-2026-0110,DEF-HYD-03,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/03 20:50:00,Ma Rui,MRO_SEV_MAJOR
111,111,111,LGACT-2026-0111,DEF-HYD-04,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/04 20:57:00,Zhang Jiancheng,MRO_SEV_CRITICAL
112,112,112,LGACT-2026-0112,DEF-HYD-05,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/05 21:04:00,Li Hang,MRO_SEV_WARN
113,113,113,LGACT-2026-0113,DEF-HYD-06,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/09 21:11:00,Wang Lijun,MRO_SEV_MINOR
114,114,114,LGACT-2026-0114,DEF-HYD-07,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/10 21:18:00,Zhao Min,MRO_SEV_MAJOR
115,115,115,LGACT-2026-0115,DEF-HYD-08,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/11 21:25:00,Chen Gong,MRO_SEV_CRITICAL
116,116,116,LGACT-2026-0116,DEF-HYD-09,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/12 21:32:00,Liu Xiaofeng,MRO_SEV_WARN
117,117,117,LGACT-2026-0117,DEF-HYD-01,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/13 21:39:00,Zhou Qian,MRO_SEV_MINOR
118,118,118,LGACT-2026-0118,DEF-HYD-02,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/14 21:46:00,Huang Zhiqiang,MRO_SEV_MAJOR
119,119,119,LGACT-2026-0119,DEF-HYD-03,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/15 21:53:00,Sun Wei,MRO_SEV_CRITICAL
120,120,120,LGACT-2026-0120,DEF-HYD-04,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/16 22:00:00,Ma Rui,MRO_SEV_WARN
121,121,121,LGACT-2026-0121,DEF-HYD-05,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/17 22:07:00,Zhang Jiancheng,MRO_SEV_MINOR
122,122,122,LGACT-2026-0122,DEF-HYD-06,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/18 22:14:00,Li Hang,MRO_SEV_MAJOR
123,123,123,LGACT-2026-0123,DEF-HYD-07,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/19 22:21:00,Wang Lijun,MRO_SEV_CRITICAL
124,124,124,LGACT-2026-0124,DEF-HYD-08,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/20 22:28:00,Zhao Min,MRO_SEV_WARN
125,125,125,LGACT-2026-0125,DEF-HYD-09,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/21 22:35:00,Chen Gong,MRO_SEV_MINOR
126,126,126,LGACT-2026-0126,DEF-HYD-01,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/22 22:42:00,Liu Xiaofeng,MRO_SEV_MAJOR
127,127,127,LGACT-2026-0127,DEF-HYD-02,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/23 22:49:00,Zhou Qian,MRO_SEV_CRITICAL
128,128,128,LGACT-2026-0128,DEF-HYD-03,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/24 22:56:00,Huang Zhiqiang,MRO_SEV_WARN
129,129,129,LGACT-2026-0129,DEF-HYD-04,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/25 23:03:00,Sun Wei,MRO_SEV_MINOR
130,130,130,LGACT-2026-0130,DEF-HYD-05,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/26 23:10:00,Ma Rui,MRO_SEV_MAJOR
131,131,131,LGACT-2026-0131,DEF-HYD-06,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/27 23:17:00,Zhang Jiancheng,MRO_SEV_CRITICAL
132,132,132,LGACT-2026-0132,DEF-HYD-07,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/28 23:24:00,Li Hang,MRO_SEV_WARN
133,133,133,LGACT-2026-0133,DEF-HYD-08,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/29 23:31:00,Wang Lijun,MRO_SEV_MINOR
134,134,134,LGACT-2026-0134,DEF-HYD-09,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/30 23:38:00,Zhao Min,MRO_SEV_MAJOR
135,135,135,LGACT-2026-0135,DEF-HYD-01,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/31 23:45:00,Chen Gong,MRO_SEV_CRITICAL
136,136,136,LGACT-2026-0136,DEF-HYD-02,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/01 23:52:00,Liu Xiaofeng,MRO_SEV_WARN
137,137,137,LGACT-2026-0137,DEF-HYD-03,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/02 23:59:00,Zhou Qian,MRO_SEV_MINOR
138,138,138,LGACT-2026-0138,DEF-HYD-04,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/04 00:06:00,Huang Zhiqiang,MRO_SEV_MAJOR
139,139,139,LGACT-2026-0139,DEF-HYD-05,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/05 00:13:00,Sun Wei,MRO_SEV_CRITICAL
140,140,140,LGACT-2026-0140,DEF-HYD-06,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/06/06 00:20:00,Ma Rui,MRO_SEV_WARN
141,141,141,LGACT-2026-0141,DEF-HYD-07,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/10 00:27:00,Zhang Jiancheng,MRO_SEV_MINOR
142,142,142,LGACT-2026-0142,DEF-HYD-08,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/11 00:34:00,Li Hang,MRO_SEV_MAJOR
143,143,143,LGACT-2026-0143,DEF-HYD-09,Excessive Trunnion Bushing Clearance,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Excessive Trunnion Bushing Clearance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/12 00:41:00,Wang Lijun,MRO_SEV_CRITICAL
144,144,144,LGACT-2026-0144,DEF-HYD-01,Loose Displacement Sensor Bracket,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Loose Displacement Sensor Bracket; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/13 00:48:00,Zhao Min,MRO_SEV_WARN
145,145,145,LGACT-2026-0145,DEF-HYD-02,Chrome Plating Scratch on Piston Rod,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Chrome Plating Scratch on Piston Rod; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/14 00:55:00,Chen Gong,MRO_SEV_MINOR
146,146,146,LGACT-2026-0146,DEF-HYD-03,Seal Ring Compression Damage,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Seal Ring Compression Damage; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/15 01:02:00,Liu Xiaofeng,MRO_SEV_MAJOR
147,147,147,LGACT-2026-0147,DEF-HYD-04,Scratch on Cylinder Barrel Inner Wall,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Scratch on Cylinder Barrel Inner Wall; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/16 01:09:00,Zhou Qian,MRO_SEV_CRITICAL
148,148,148,LGACT-2026-0148,DEF-HYD-05,Pressure Holding Leakage Rate Out of Tolerance,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Pressure Holding Leakage Rate Out of Tolerance; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/17 01:16:00,Huang Zhiqiang,MRO_SEV_WARN
149,149,149,LGACT-2026-0149,DEF-HYD-06,Actuation Hysteresis,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Actuation Hysteresis; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/18 01:23:00,Sun Wei,MRO_SEV_MINOR
150,150,150,LGACT-2026-0150,DEF-HYD-07,Minor Leakage at Hydraulic Fitting,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,Field feedback reported Minor Leakage at Hydraulic Fitting; the maintenance record has been linked to the replaced part and the original manufacturing batch.,2026/05/19 01:30:00,Ma Rui,MRO_SEV_MAJOR
