part_master_id,design_revision_id,part_no,part_cn_name,part_cat_cd,dwg_no,material_no,mat_grade,spec_text,uom,make_buy_cd,key_level_cd
121,121,LGACT-PART-002,Piston Rod Assembly,PLM_MAKE,DWG-LGACT-0121,MAT-LG-0121,PLM_A,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
122,122,LGACT-PART-003,Cylinder Barrel Assembly,PLM_BUY,DWG-LGACT-0122,MAT-LG-0122,PLM_B,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
123,123,LGACT-PART-004,Front End Cap,PLM_ASSEMBLY,DWG-LGACT-0123,MAT-LG-0123,PLM_C,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
124,124,LGACT-PART-005,Rear End Cap,PLM_SERVICE,DWG-LGACT-0124,MAT-LG-0124,PLM_D,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
125,125,LGACT-PART-006,Seal Ring Assembly,PLM_MAKE,DWG-LGACT-0125,MAT-LG-0125,PLM_A,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
126,126,LGACT-PART-007,Trunnion Bushing,PLM_BUY,DWG-LGACT-0126,MAT-LG-0126,PLM_B,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
127,127,LGACT-PART-008,Spherical Bearing,PLM_ASSEMBLY,DWG-LGACT-0127,MAT-LG-0127,PLM_C,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
128,128,LGACT-PART-009,Throttle Connector,PLM_SERVICE,DWG-LGACT-0128,MAT-LG-0128,PLM_D,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
129,129,LGACT-PART-010,Displacement Sensor Bracket,PLM_MAKE,DWG-LGACT-0129,MAT-LG-0129,PLM_A,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
130,130,LGACT-PART-011,Locking Nut,PLM_BUY,DWG-LGACT-0130,MAT-LG-0130,PLM_B,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
131,131,LGACT-PART-012,Piston Rod Assembly,PLM_ASSEMBLY,DWG-LGACT-0131,MAT-LG-0131,PLM_C,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
132,132,LGACT-PART-013,Cylinder Barrel Assembly,PLM_SERVICE,DWG-LGACT-0132,MAT-LG-0132,PLM_D,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
133,133,LGACT-PART-014,Front End Cap,PLM_MAKE,DWG-LGACT-0133,MAT-LG-0133,PLM_A,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
134,134,LGACT-PART-015,Rear End Cap,PLM_BUY,DWG-LGACT-0134,MAT-LG-0134,PLM_B,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
135,135,LGACT-PART-016,Seal Ring Assembly,PLM_ASSEMBLY,DWG-LGACT-0135,MAT-LG-0135,PLM_C,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
136,136,LGACT-PART-017,Trunnion Bushing,PLM_SERVICE,DWG-LGACT-0136,MAT-LG-0136,PLM_D,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
137,137,LGACT-PART-018,Spherical Bearing,PLM_MAKE,DWG-LGACT-0137,MAT-LG-0137,PLM_A,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
138,138,LGACT-PART-019,Throttle Connector,PLM_BUY,DWG-LGACT-0138,MAT-LG-0138,PLM_B,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
139,139,LGACT-PART-020,Displacement Sensor Bracket,PLM_ASSEMBLY,DWG-LGACT-0139,MAT-LG-0139,PLM_C,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
140,140,LGACT-PART-001,Locking Nut,PLM_SERVICE,DWG-LGACT-0140,MAT-LG-0140,PLM_D,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
141,141,LGACT-PART-002,Piston Rod Assembly,PLM_MAKE,DWG-LGACT-0141,MAT-LG-0141,PLM_A,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
142,142,LGACT-PART-003,Cylinder Barrel Assembly,PLM_BUY,DWG-LGACT-0142,MAT-LG-0142,PLM_B,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
143,143,LGACT-PART-004,Front End Cap,PLM_ASSEMBLY,DWG-LGACT-0143,MAT-LG-0143,PLM_C,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
144,144,LGACT-PART-005,Rear End Cap,PLM_SERVICE,DWG-LGACT-0144,MAT-LG-0144,PLM_D,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
145,145,LGACT-PART-006,Seal Ring Assembly,PLM_MAKE,DWG-LGACT-0145,MAT-LG-0145,PLM_A,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
146,146,LGACT-PART-007,Trunnion Bushing,PLM_BUY,DWG-LGACT-0146,MAT-LG-0146,PLM_B,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
147,147,LGACT-PART-008,Spherical Bearing,PLM_ASSEMBLY,DWG-LGACT-0147,MAT-LG-0147,PLM_C,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
148,148,LGACT-PART-009,Throttle Connector,PLM_SERVICE,DWG-LGACT-0148,MAT-LG-0148,PLM_D,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
149,149,LGACT-PART-010,Displacement Sensor Bracket,PLM_MAKE,DWG-LGACT-0149,MAT-LG-0149,PLM_A,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
150,150,LGACT-PART-011,Locking Nut,PLM_BUY,DWG-LGACT-0150,MAT-LG-0150,PLM_B,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
151,151,LGACT-PART-012,Piston Rod Assembly,PLM_ASSEMBLY,DWG-LGACT-0151,MAT-LG-0151,PLM_C,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
152,152,LGACT-PART-013,Cylinder Barrel Assembly,PLM_SERVICE,DWG-LGACT-0152,MAT-LG-0152,PLM_D,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
153,153,LGACT-PART-014,Front End Cap,PLM_MAKE,DWG-LGACT-0153,MAT-LG-0153,PLM_A,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
154,154,LGACT-PART-015,Rear End Cap,PLM_BUY,DWG-LGACT-0154,MAT-LG-0154,PLM_B,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
155,155,LGACT-PART-016,Seal Ring Assembly,PLM_ASSEMBLY,DWG-LGACT-0155,MAT-LG-0155,PLM_C,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
156,156,LGACT-PART-017,Trunnion Bushing,PLM_SERVICE,DWG-LGACT-0156,MAT-LG-0156,PLM_D,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
157,157,LGACT-PART-018,Spherical Bearing,PLM_MAKE,DWG-LGACT-0157,MAT-LG-0157,PLM_A,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
158,158,LGACT-PART-019,Throttle Connector,PLM_BUY,DWG-LGACT-0158,MAT-LG-0158,PLM_B,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
159,159,LGACT-PART-020,Displacement Sensor Bracket,PLM_ASSEMBLY,DWG-LGACT-0159,MAT-LG-0159,PLM_C,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
160,160,LGACT-PART-001,Locking Nut,PLM_SERVICE,DWG-LGACT-0160,MAT-LG-0160,PLM_D,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
161,161,LGACT-PART-002,Piston Rod Assembly,PLM_MAKE,DWG-LGACT-0161,MAT-LG-0161,PLM_A,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
162,162,LGACT-PART-003,Cylinder Barrel Assembly,PLM_BUY,DWG-LGACT-0162,MAT-LG-0162,PLM_B,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
163,163,LGACT-PART-004,Front End Cap,PLM_ASSEMBLY,DWG-LGACT-0163,MAT-LG-0163,PLM_C,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
164,164,LGACT-PART-005,Rear End Cap,PLM_SERVICE,DWG-LGACT-0164,MAT-LG-0164,PLM_D,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
165,165,LGACT-PART-006,Seal Ring Assembly,PLM_MAKE,DWG-LGACT-0165,MAT-LG-0165,PLM_A,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
166,166,LGACT-PART-007,Trunnion Bushing,PLM_BUY,DWG-LGACT-0166,MAT-LG-0166,PLM_B,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
167,167,LGACT-PART-008,Spherical Bearing,PLM_ASSEMBLY,DWG-LGACT-0167,MAT-LG-0167,PLM_C,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
168,168,LGACT-PART-009,Throttle Connector,PLM_SERVICE,DWG-LGACT-0168,MAT-LG-0168,PLM_D,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
169,169,LGACT-PART-010,Displacement Sensor Bracket,PLM_MAKE,DWG-LGACT-0169,MAT-LG-0169,PLM_A,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
170,170,LGACT-PART-011,Locking Nut,PLM_BUY,DWG-LGACT-0170,MAT-LG-0170,PLM_B,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
171,171,LGACT-PART-012,Piston Rod Assembly,PLM_ASSEMBLY,DWG-LGACT-0171,MAT-LG-0171,PLM_C,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
172,172,LGACT-PART-013,Cylinder Barrel Assembly,PLM_SERVICE,DWG-LGACT-0172,MAT-LG-0172,PLM_D,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
173,173,LGACT-PART-014,Front End Cap,PLM_MAKE,DWG-LGACT-0173,MAT-LG-0173,PLM_A,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
174,174,LGACT-PART-015,Rear End Cap,PLM_BUY,DWG-LGACT-0174,MAT-LG-0174,PLM_B,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
175,175,LGACT-PART-016,Seal Ring Assembly,PLM_ASSEMBLY,DWG-LGACT-0175,MAT-LG-0175,PLM_C,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
176,176,LGACT-PART-017,Trunnion Bushing,PLM_SERVICE,DWG-LGACT-0176,MAT-LG-0176,PLM_D,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
177,177,LGACT-PART-018,Spherical Bearing,PLM_MAKE,DWG-LGACT-0177,MAT-LG-0177,PLM_A,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
178,178,LGACT-PART-019,Throttle Connector,PLM_BUY,DWG-LGACT-0178,MAT-LG-0178,PLM_B,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
179,179,LGACT-PART-020,Displacement Sensor Bracket,PLM_ASSEMBLY,DWG-LGACT-0179,MAT-LG-0179,PLM_C,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
180,180,LGACT-PART-001,Locking Nut,PLM_SERVICE,DWG-LGACT-0180,MAT-LG-0180,PLM_D,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
181,181,LGACT-PART-002,Piston Rod Assembly,PLM_MAKE,DWG-LGACT-0181,MAT-LG-0181,PLM_A,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
182,182,LGACT-PART-003,Cylinder Barrel Assembly,PLM_BUY,DWG-LGACT-0182,MAT-LG-0182,PLM_B,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
183,183,LGACT-PART-004,Front End Cap,PLM_ASSEMBLY,DWG-LGACT-0183,MAT-LG-0183,PLM_C,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
184,184,LGACT-PART-005,Rear End Cap,PLM_SERVICE,DWG-LGACT-0184,MAT-LG-0184,PLM_D,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
185,185,LGACT-PART-006,Seal Ring Assembly,PLM_MAKE,DWG-LGACT-0185,MAT-LG-0185,PLM_A,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
186,186,LGACT-PART-007,Trunnion Bushing,PLM_BUY,DWG-LGACT-0186,MAT-LG-0186,PLM_B,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
187,187,LGACT-PART-008,Spherical Bearing,PLM_ASSEMBLY,DWG-LGACT-0187,MAT-LG-0187,PLM_C,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
188,188,LGACT-PART-009,Throttle Connector,PLM_SERVICE,DWG-LGACT-0188,MAT-LG-0188,PLM_D,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
189,189,LGACT-PART-010,Displacement Sensor Bracket,PLM_MAKE,DWG-LGACT-0189,MAT-LG-0189,PLM_A,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
190,190,LGACT-PART-011,Locking Nut,PLM_BUY,DWG-LGACT-0190,MAT-LG-0190,PLM_B,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
191,191,LGACT-PART-012,Piston Rod Assembly,PLM_ASSEMBLY,DWG-LGACT-0191,MAT-LG-0191,PLM_C,Piston Rod Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
192,192,LGACT-PART-013,Cylinder Barrel Assembly,PLM_SERVICE,DWG-LGACT-0192,MAT-LG-0192,PLM_D,Cylinder Barrel Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
193,193,LGACT-PART-014,Front End Cap,PLM_MAKE,DWG-LGACT-0193,MAT-LG-0193,PLM_A,Front End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
194,194,LGACT-PART-015,Rear End Cap,PLM_BUY,DWG-LGACT-0194,MAT-LG-0194,PLM_B,Rear End Cap aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
195,195,LGACT-PART-016,Seal Ring Assembly,PLM_ASSEMBLY,DWG-LGACT-0195,MAT-LG-0195,PLM_C,Seal Ring Assembly aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
196,196,LGACT-PART-017,Trunnion Bushing,PLM_SERVICE,DWG-LGACT-0196,MAT-LG-0196,PLM_D,Trunnion Bushing aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
197,197,LGACT-PART-018,Spherical Bearing,PLM_MAKE,DWG-LGACT-0197,MAT-LG-0197,PLM_A,Spherical Bearing aviation manufacturing business record used for actuator quality traceability.,PLM_EA,PLM_MAKE,PLM_A
198,198,LGACT-PART-019,Throttle Connector,PLM_BUY,DWG-LGACT-0198,MAT-LG-0198,PLM_B,Throttle Connector aviation manufacturing business record used for actuator quality traceability.,PLM_SET,PLM_BUY,PLM_B
199,199,LGACT-PART-020,Displacement Sensor Bracket,PLM_ASSEMBLY,DWG-LGACT-0199,MAT-LG-0199,PLM_C,Displacement Sensor Bracket aviation manufacturing business record used for actuator quality traceability.,PLM_KG,PLM_OUTSOURCE,PLM_C
200,200,LGACT-PART-001,Locking Nut,PLM_SERVICE,DWG-LGACT-0200,MAT-LG-0200,PLM_D,Locking Nut aviation manufacturing business record used for actuator quality traceability.,PLM_M,PLM_REPAIR,PLM_D
